directorio,secuencia_p,orden,clase,dominio,mes,estrato1,sex,age,p6050,p6090,p6210,p6210s1,p6240,oficio,p6426,relab,hoursWorkUsual,p6870,p6920,p7040,p7070,p7090,p7495,p7500s1a1,p7500s2a1,p7500s3a1,p7505,p7510s1a1,p7510s2a1,p7510s3a1,p7510s5a1,p7510s6a1,p7510s7a1,pet,impa,isa,iof1,iof2,iof3h,iof3i,iof6,ingtotob,ingtot,fex_c,depto,fex_dpto,fweight,maxEducLevel,college,cotPension,wap,ocu,dsi,pea,inac,totalHoursWorked,formal,informal,cuentaPropia,microEmpresa,sizeFirm,age2,logIng,female,agefem,totalHoursWorked2,totalHoursWorked3
8559,4660970,1,1,1,BOGOTA,7,3,0,59,1,1,3,5,1,54,48,3,48,1,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,943742,0,0,0,0,0,0,943742,943742,223.80499912927,11,223.80499912927,224,4,0,1,1,1,0,1,0,48,1,0,0,1,1,3481,13.7576081026883,1,59,2304,110592
4033,4588449,1,2,1,BOGOTA,4,3,0,38,2,1,5,11,1,53,22,1,48,8,1,1,80000,2,2,0,0,0,1,0,0,0,0,80000,0,1,1123476.41666667,80000,0,0,0,0,0,1203476.41666667,1203476.41666667,283.056417412056,11,283.056417412056,283,6,1,1,1,1,0,1,0,53,1,0,0,0,5,1444,14.0007249403894,1,38,2809,148877
2437,4559912,1,2,1,BOGOTA,2,3,1,50,3,1,4,8,1,87,12,4,40,3,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,3e+05,0,0,0,0,0,0,3e+05,3e+05,297.276816648569,11,297.276816648569,297,5,0,2,1,1,0,1,0,40,0,1,1,1,2,2500,12.6115377536383,0,0,1600,64000
7159,4636753,1,3,1,BOGOTA,6,2,1,27,3,1,6,5,1,30,2,1,45,9,1,2,0,2,2,0,0,0,1,0,0,0,0,115000,6e+06,1,2666666.66666667,0,0,0,0,0,0,2666666.66666667,2666666.66666667,232.606130887381,11,232.606130887381,233,7,0,1,1,1,0,1,0,45,1,0,0,0,5,729,14.796339810976,0,0,2025,91125
2799,4564565,1,1,1,BOGOTA,3,3,0,32,1,1,6,7,1,58,24,2,50,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,5625000,0,0,0,0,0,0,5625000,5625000,216.655606337789,11,216.655606337789,217,7,0,1,1,1,0,1,0,50,1,0,0,0,5,1024,15.5427315060548,1,32,2500,125000
15234,4782213,1,1,1,BOGOTA,12,6,1,32,1,1,6,10,1,21,96,1,40,7,1,2,0,2,1,1.2e+07,0,0,1,0,0,0,2e+07,6e+06,0,1,1.2e+07,0,1666666.66666667,0,0,0,1.2e+07,25666666.6666667,25666666.6666667,553.937134396072,11,553.937134396072,554,7,0,1,1,1,0,1,0,40,1,0,0,0,4,1024,17.0607036911499,0,0,1600,64000
1106,4535699,1,2,1,BOGOTA,1,1,0,21,2,1,5,11,1,30,0,1,16,9,1,1,3e+05,2,2,0,0,0,2,0,0,0,0,0,0,1,683140,3e+05,0,0,0,0,0,983140,983140,213.888324505096,11,213.888324505096,214,6,1,1,1,1,0,1,0,16,1,0,0,0,5,441,13.7985068101481,1,21,256,4096
6241,4620954,1,1,1,BOGOTA,5,2,1,43,1,2,5,11,1,45,24,4,42,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1e+06,0,0,0,0,0,0,1e+06,1e+06,223.049750224243,11,223.049750224243,223,6,1,2,1,1,0,1,0,42,0,1,1,1,2,1849,13.8155105579643,0,0,1764,74088
6867,4632220,1,2,1,BOGOTA,5,2,0,29,2,1,6,2,1,33,6,1,42,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,728333.333333333,0,0,0,0,0,0,728333.333333333,728333.333333333,204.417707550888,11,204.417707550888,204,7,0,1,1,1,0,1,0,42,1,0,0,0,5,841,13.4985140978437,1,29,1764,74088
6414,4627415,1,1,1,BOGOTA,5,2,0,52,1,1,5,11,1,55,10,1,48,8,1,2,0,2,1,0,0,2e+05,1,0,0,0,0,20000,0,1,910286.333333333,0,0,0,2e+05,0,0,1110286.33333333,1110286.33333333,223.049750224243,11,223.049750224243,223,6,1,1,1,1,0,1,0,48,1,0,0,0,5,2704,13.920128497981,1,52,2304,110592
12155,4721292,1,3,1,BOGOTA,9,4,0,27,3,1,6,5,1,2,24,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1300000,233.715050398138,11,233.715050398138,234,7,0,1,1,1,0,1,0,48,1,0,0,0,5,729,14.0778748224318,1,27,2304,110592
14301,4760985,1,2,1,BOGOTA,11,2,1,27,5,2,5,11,1,45,2,4,72,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,5e+05,0,0,0,0,0,0,5e+05,5e+05,278.078218527758,11,278.078218527758,278,6,1,2,1,1,0,1,0,72,0,1,1,1,2,729,13.1223633774043,0,0,5184,373248
13362,4744448,1,1,1,BOGOTA,10,3,1,28,1,1,6,2,1,3,4,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2685000,200.133810361656,11,200.133810361656,200,7,0,1,1,1,0,1,0,48,1,0,0,0,5,784,14.8031912859251,0,0,2304,110592
5455,4612225,1,4,1,BOGOTA,5,2,0,42,3,1,5,11,1,79,108,4,40,2,2,2,0,2,1,0,0,2e+05,2,0,0,0,0,0,0,1,750000,0,0,0,2e+05,0,0,950000,950000,190.544728422846,11,190.544728422846,191,6,1,2,1,1,0,1,0,40,0,1,1,1,2,1764,13.7642172635767,1,42,1600,64000
4116,4588498,1,4,1,BOGOTA,4,4,0,57,5,1,6,13,1,13,300,2,30,9,1,2,0,2,1,8e+05,0,0,2,0,0,0,0,0,0,1,4500000,0,0,0,0,0,8e+05,5300000,5300000,141.365044248682,11,141.365044248682,141,7,0,1,1,1,0,1,0,30,1,0,0,0,5,3249,15.4832173785224,1,57,900,27000
6495,4627465,1,3,1,BOGOTA,5,3,1,28,3,1,5,11,1,38,4,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1254877.66666667,0,0,0,0,0,0,1254877.66666667,1254877.66666667,187.0926706038,11,187.0926706038,187,6,1,1,1,1,0,1,0,48,1,0,0,0,5,784,14.0425486490372,0,0,2304,110592
6079,4620841,1,1,1,BOGOTA,5,1,0,35,1,1,3,5,4,79,18,4,35,1,2,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,280000,0,0,0,0,0,0,280000,280000,349.896972253066,11,349.896972253066,350,4,0,2,1,1,0,1,0,35,0,1,1,1,1,1225,12.5425448821514,1,35,1225,42875
4213,4588556,1,1,1,BOGOTA,4,2,1,25,1,1,5,11,1,37,3,4,30,1,1,2,0,1,2,0,0,0,1,0,0,0,0,0,2e+05,1,8e+05,0,0,0,0,0,0,8e+05,8e+05,368.483050780479,11,368.483050780479,368,6,1,1,1,1,0,1,0,30,1,0,1,1,1,625,13.5923670066501,0,0,900,27000
13619,4752936,1,2,1,BOGOTA,10,2,0,27,3,1,6,2,1,39,9,1,48,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1800000,0,0,0,0,0,0,1800000,1800000,204.544954283552,11,204.544954283552,205,7,0,1,1,1,0,1,0,48,1,0,0,0,5,729,14.4032972228664,1,27,2304,110592
1993,4551424,1,1,1,BOGOTA,2,2,1,44,1,1,4,9,1,41,12,4,70,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1e+06,0,0,0,0,0,0,1e+06,1e+06,263.111380492417,11,263.111380492417,263,5,0,2,1,1,0,1,0,70,0,1,1,1,1,1936,13.8155105579643,0,0,4900,343000
10905,4705483,1,1,1,BOGOTA,8,2,1,22,1,1,5,11,1,98,11,4,60,4,1,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,1350000,0,0,0,0,0,0,1350000,1350000,220.47464830916,11,220.47464830916,220,6,1,1,1,1,0,1,0,60,1,0,1,0,3,484,14.1156151504146,0,0,3600,216000
9180,4671500,1,2,1,BOGOTA,7,2,0,38,2,1,3,5,1,45,120,4,74,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,7e+05,0,0,0,0,0,0,7e+05,7e+05,232.564281860378,11,232.564281860378,233,4,0,2,1,1,0,1,0,74,0,1,1,1,2,1444,13.4588356140255,1,38,5476,405224
5145,4607566,1,2,1,BOGOTA,4,2,0,49,2,1,5,11,1,33,48,1,36,5,1,2,0,2,2,0,0,0,1,0,0,0,0,150000,5e+05,1,1539333.33333333,0,0,0,0,0,0,1539333.33333333,1539333.33333333,219.897873151158,11,219.897873151158,220,6,1,1,1,1,0,1,0,36,1,0,0,0,4,2401,14.2468599802285,1,49,1296,46656
11307,4709869,1,2,1,BOGOTA,9,2,0,27,3,1,5,11,1,38,5,1,48,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1051786.33333333,0,0,0,0,0,0,1133786.33333333,1133786.33333333,302.856810701797,11,302.856810701797,303,6,1,1,1,1,0,1,0,48,1,0,0,0,5,729,13.9410733269395,1,27,2304,110592
12745,4733975,1,3,1,BOGOTA,10,2,0,39,3,1,6,5,1,39,4,4,50,4,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1e+06,0,0,0,0,0,0,1e+06,1e+06,224.202808079957,11,224.202808079957,224,7,0,2,1,1,0,1,0,50,0,1,1,0,3,1521,13.8155105579643,1,39,2500,125000
6313,4627342,1,4,1,BOGOTA,5,3,1,33,3,1,5,11,1,58,180,2,56,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1512500,0,0,0,0,0,0,1512500,1512500,219.092509456641,11,219.092509456641,219,6,1,1,1,1,0,1,0,56,1,0,0,0,5,1089,14.2292744688871,0,0,3136,175616
3878,4584465,1,1,1,BOGOTA,3,2,1,28,1,1,5,10,6,98,2,1,30,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,703000,1,899453,0,0,0,0,0,0,899453,899453,266.173538473202,11,266.173538473202,266,6,1,1,1,1,0,1,0,30,1,0,0,0,5,784,13.7095420797569,0,0,900,27000
10953,4705513,1,1,1,BOGOTA,8,2,1,38,1,2,5,11,1,83,2,4,66,1,2,2,0,1,2,0,0,0,1,1e+05,0,0,0,0,0,1,1e+06,0,0,0,8333.33333333333,0,0,1008333.33333333,1008333.33333333,298.029696451472,11,298.029696451472,298,6,1,2,1,1,0,1,0,66,0,1,1,1,1,1444,13.823809360779,0,0,4356,287496
12556,4733824,1,1,1,BOGOTA,10,1,0,21,1,1,5,11,1,77,2,1,48,9,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,869453,0,0,0,0,0,0,869453,869453,200.133810361656,11,200.133810361656,200,6,1,2,1,1,0,1,0,48,0,1,0,0,5,441,13.6756195572614,1,21,2304,110592
15247,4782219,1,2,1,BOGOTA,12,6,0,36,2,1,6,8,1,45,96,1,50,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,7048333.33333333,0,0,0,0,0,0,7248333.33333333,7248333.33333333,518.081161284179,11,518.081161284179,518,7,0,1,1,1,0,1,0,50,1,0,0,0,5,1296,15.7962821153458,1,36,2500,125000
313,4521259,1,2,1,BOGOTA,1,3,0,36,2,1,6,10,6,11,144,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,70000,0,1,1653000,0,0,0,0,0,0,1653000,1653000,317.469702468205,11,317.469702468205,317,7,0,1,1,1,0,1,0,48,1,0,0,0,5,1296,14.3181023768032,1,36,2304,110592
14210,4760931,1,1,1,BOGOTA,11,2,1,50,1,1,5,11,1,98,120,1,48,2,1,2,0,2,2,0,0,0,1,0,0,0,0,0,1800000,1,846242,0,0,0,0,0,0,846242,846242,199.202662834903,11,199.202662834903,199,6,1,1,1,1,0,1,0,48,1,0,0,1,2,2500,13.6485606496927,0,0,2304,110592
7276,4636839,1,1,1,BOGOTA,6,2,1,36,1,1,5,11,1,41,36,4,58,1,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1e+06,0,0,0,0,0,0,1e+06,1e+06,264.707438170245,11,264.707438170245,265,6,1,1,1,1,0,1,0,58,1,0,1,1,1,1296,13.8155105579643,0,0,3364,195112
9017,4665770,1,3,1,BOGOTA,7,3,0,20,3,1,5,11,1,33,24,1,48,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,962744.666666667,0,0,0,0,0,0,962744.666666667,962744.666666667,331.15012460016,11,331.15012460016,331,6,1,1,1,1,0,1,0,48,1,0,0,0,5,400,13.7775435119751,1,20,2304,110592
5204,4607604,1,5,1,BOGOTA,4,2,0,37,3,1,5,11,1,55,120,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,120000,0,1,1110929.41666667,0,0,0,0,0,0,1110929.41666667,1944262.41666667,277.408435785426,11,277.408435785426,277,6,1,1,1,1,0,1,0,48,1,0,0,0,5,1369,14.4803932428897,1,37,2304,110592
4525,4593469,1,1,1,BOGOTA,4,2,0,35,1,1,3,5,1,55,37,1,48,8,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,930929.416666667,0,0,0,0,0,0,930929.416666667,930929.416666667,290.039642328467,11,290.039642328467,290,4,0,1,1,1,0,1,0,48,1,0,0,0,5,1225,13.7439387388488,1,35,2304,110592
6005,4620795,1,1,1,BOGOTA,5,2,1,46,1,1,5,11,1,39,2,4,48,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,2300000,0,0,0,0,0,0,2300000,2300000,327.738649258903,11,327.738649258903,328,6,1,1,1,1,0,1,0,48,1,0,1,0,5,2116,14.6484196808994,0,0,2304,110592
16204,4801323,1,2,1,BOGOTA,12,1,1,52,2,1,3,5,1,62,6,1,48,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,898619.666666667,0,0,0,0,0,0,898619.666666667,898619.666666667,241.650560666384,11,241.650560666384,242,4,0,1,1,1,0,1,0,48,1,0,0,0,5,2704,13.7086151612753,0,0,2304,110592
5250,4607642,1,1,1,BOGOTA,4,4,1,36,1,1,6,8,1,21,12,4,60,2,1,1,2300000,2,2,0,0,0,1,4e+06,0,0,0,0,6.5e+07,1,3500000,2300000,0,0,333333.333333333,0,0,6133333.33333333,6133333.33333333,255.124051048532,11,255.124051048532,255,7,0,1,1,1,0,1,0,68,1,0,1,1,2,1296,15.6292489339111,0,0,4624,314432
13989,4757371,1,2,1,BOGOTA,11,3,0,43,2,1,6,5,1,19,132,1,40,9,1,2,0,2,2,0,0,0,1,0,0,0,0,4e+05,0,1,6900000,0,0,0,0,0,0,6900000,6900000,242.935113966499,11,242.935113966499,243,7,0,1,1,1,0,1,0,40,1,0,0,0,5,1849,15.7470319695675,1,43,1600,64000
5966,4619320,1,1,1,BOGOTA,5,3,0,45,1,1,6,8,1,39,24,1,45,9,1,2,0,2,2,0,0,0,1,0,0,0,0,150000,0,1,1989666.66666667,0,0,0,0,0,0,1989666.66666667,1989666.66666667,214.910730654777,11,214.910730654777,215,7,0,1,1,1,0,1,0,45,1,0,0,0,5,2025,14.5034776784827,1,45,2025,91125
9687,4680418,1,1,1,BOGOTA,7,2,0,54,1,1,3,5,1,53,120,1,60,4,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1500000,0,0,0,0,0,0,1500000,1500000,252.576541557243,11,252.576541557243,253,4,0,2,1,1,0,1,0,60,0,1,0,0,3,2916,14.2209756660724,1,54,3600,216000
5617,4612336,1,2,1,BOGOTA,5,2,1,24,3,1,5,11,1,98,60,1,48,5,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,969453,204.417707550888,11,204.417707550888,204,6,1,1,1,1,0,1,0,48,0,1,0,0,4,576,13.7844872738925,0,0,2304,110592
16017,4793631,1,1,1,BOGOTA,12,4,1,48,1,1,6,6,6,21,292,1,45,9,1,2,0,2,1,1500000,0,0,1,0,0,0,0,6500000,0,1,13333333.3333333,0,0,0,0,0,1500000,14833333.3333333,14833333.3333333,267.605925983291,11,267.605925983291,268,7,0,1,1,1,0,1,0,45,1,0,0,0,5,2304,16.5123874584684,0,0,2025,91125
5199,4607601,1,2,1,BOGOTA,4,3,0,27,3,1,6,5,1,6,3,4,41,9,1,1,2e+06,2,2,0,0,0,1,0,0,0,0,0,6e+06,1,4500000,2e+06,0,0,0,0,0,6500000,6500000,228.697071444111,11,228.697071444111,229,7,0,1,1,1,0,1,0,74,1,0,1,0,5,729,15.6873127348659,1,27,5476,405224
5248,4607637,1,1,1,BOGOTA,4,3,0,37,1,1,6,2,1,45,3,1,48,5,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1100000,0,0,0,0,0,0,1100000,1100000,210.162223206895,11,210.162223206895,210,7,0,1,1,1,0,1,0,48,1,0,0,0,4,1369,13.9108207377686,1,37,2304,110592
1504,4540676,1,1,1,BOGOTA,2,2,1,26,1,1,5,11,1,79,17,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,70000,150000,1,949806.666666667,0,0,0,0,0,0,949806.666666667,949806.666666667,263.111380492417,11,263.111380492417,263,6,1,1,1,1,0,1,0,48,1,0,0,0,5,676,13.7640137340941,0,0,2304,110592
1432,4540622,1,1,1,BOGOTA,2,3,0,50,1,1,5,11,1,79,132,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,955929.416666667,0,0,0,0,0,0,955929.416666667,955929.416666667,199.214091956487,11,199.214091956487,199,6,1,1,1,1,0,1,0,48,1,0,0,0,5,2500,13.7704393573692,1,50,2304,110592
4478,4593440,1,1,1,BOGOTA,4,2,1,20,1,1,3,5,1,45,48,4,42,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,7e+05,0,0,0,0,0,0,7e+05,7e+05,221.101555462217,11,221.101555462217,221,4,0,2,1,1,0,1,0,42,0,1,1,1,1,400,13.4588356140255,0,0,1764,74088
11795,4715060,1,2,1,BOGOTA,9,3,0,34,2,1,3,5,1,77,60,4,70,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,4e+05,0,0,0,0,0,0,4e+05,4e+05,228.852116471029,11,228.852116471029,229,4,0,2,1,1,0,1,0,70,0,1,1,1,2,1156,12.8992198260901,1,34,4900,343000
2350,4559861,1,1,1,BOGOTA,2,2,1,27,1,1,6,3,1,3,45,1,48,9,1,1,20000,2,2,0,0,0,1,0,0,0,0,0,0,1,1118794.33333333,20000,0,0,0,0,0,1186794.33333333,1186794.33333333,263.111380492417,11,263.111380492417,263,7,0,1,1,1,0,1,0,54,1,0,0,0,5,729,13.986766392643,0,0,2916,157464
15431,4782353,1,2,1,BOGOTA,12,4,0,42,3,1,6,9,1,13,10,1,50,9,1,2,0,2,2,0,0,0,1,0,0,0,0,360000,6e+06,1,5287500,0,0,0,0,0,0,5287500,5287500,223.760084640757,11,223.760084640757,224,7,0,1,1,1,0,1,0,50,1,0,0,0,5,1764,15.4808561023367,1,42,2500,125000
15613,4787783,1,2,1,BOGOTA,12,2,0,44,2,1,5,11,4,54,11,4,20,1,2,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,160000,0,0,0,0,0,0,160000,160000,276.171271324492,11,276.171271324492,276,6,1,2,1,1,0,1,0,20,0,1,1,1,1,1936,11.982929094216,1,44,400,8000
11927,4721147,1,3,1,BOGOTA,9,2,1,27,3,1,6,4,1,19,6,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1229877.66666667,0,0,0,0,0,0,1229877.66666667,1229877.66666667,153.881932574377,11,153.881932574377,154,7,0,1,1,1,0,1,0,48,1,0,0,0,5,729,14.0224252644077,0,0,2304,110592
10045,4689325,1,1,1,BOGOTA,8,3,1,38,1,1,5,11,1,57,192,4,70,1,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,7e+05,0,0,0,0,0,0,7e+05,7e+05,279.992035645395,11,279.992035645395,280,6,1,1,1,1,0,1,0,70,1,0,1,1,1,1444,13.4588356140255,0,0,4900,343000
14513,4766034,1,3,1,BOGOTA,11,3,0,25,3,1,6,5,1,33,48,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1306961,0,0,0,0,0,0,1306961,1306961,208.475664504636,11,208.475664504636,208,7,0,1,1,1,0,1,0,48,1,0,0,0,5,625,14.0832151528345,1,25,2304,110592
1058,4535659,1,3,1,BOGOTA,1,2,0,45,3,1,6,2,1,21,48,4,48,2,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,980000,0,0,0,0,0,0,980000,980000,317.191937792155,11,317.191937792155,317,7,0,1,1,1,0,1,0,48,1,0,1,1,2,2025,13.7953078506468,1,45,2304,110592
3245,4572183,1,2,1,BOGOTA,3,2,1,31,3,1,5,11,1,33,30,1,56,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1596544.33333333,0,0,0,0,0,0,1796544.33333333,1796544.33333333,222.507615178207,11,222.507615178207,223,6,1,1,1,1,0,1,0,56,1,0,0,0,5,961,14.4013755628451,0,0,3136,175616
10075,4689346,1,1,1,BOGOTA,8,1,0,45,1,1,5,11,1,55,6,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,7e+05,2e+06,1,963211,0,0,0,0,0,0,963211,963211,161.540643665063,11,161.540643665063,162,6,1,1,1,1,0,1,0,48,1,0,0,0,5,2025,13.7780277737373,1,45,2304,110592
15332,4782283,1,2,1,BOGOTA,12,1,0,33,3,1,6,2,1,45,60,1,48,6,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1184336,0,0,0,0,0,0,1184336,1184336,343.065098870892,11,343.065098870892,343,7,0,1,1,1,0,1,0,48,1,0,0,0,4,1089,13.9846928379509,1,33,2304,110592
12958,4737888,1,2,1,BOGOTA,10,2,1,19,3,1,6,0,1,79,16,1,40,4,2,1,8000,2,2,0,0,0,2,0,0,0,0,0,0,1,7e+05,8000,0,0,0,0,0,708000,708000,233.721170086248,11,233.721170086248,234,7,0,2,1,1,0,1,0,45,0,1,0,0,3,361,13.4701993726759,0,0,2025,91125
6559,4632025,1,1,1,BOGOTA,5,1,1,45,1,1,5,11,1,58,13,1,48,8,1,2,0,2,2,0,0,0,1,0,0,0,0,70000,0,1,1311211,0,0,0,0,0,0,1311211,1311211,208.599486352751,11,208.599486352751,209,6,1,1,1,1,0,1,0,48,1,0,0,0,5,2025,14.0864616956383,0,0,2304,110592
2461,4559923,1,1,1,BOGOTA,2,6,1,56,1,1,6,10,1,12,240,4,50,2,1,2,0,2,2,0,0,0,1,0,0,0,1e+07,0,0,1,2e+07,0,833333.333333333,0,0,0,0,20833333.3333333,20833333.3333333,233.44238857997,11,233.44238857997,233,7,0,1,1,1,0,1,0,50,1,0,1,1,2,3136,16.8520648260385,0,0,2500,125000
8143,4655250,1,1,1,BOGOTA,6,4,0,45,1,2,6,5,1,45,36,4,56,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,2800000,0,0,0,0,0,0,2800000,2800000,217.669408637217,11,217.669408637217,218,7,0,2,1,1,0,1,0,56,0,1,1,1,1,2025,14.8451299751454,1,45,3136,175616
4959,4599191,1,1,1,BOGOTA,4,3,1,38,1,1,6,5,1,11,48,1,50,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1983333.33333333,0,0,0,0,0,0,1983333.33333333,1983333.33333333,400.328883972991,11,400.328883972991,400,7,0,1,1,1,0,1,0,50,1,0,0,0,5,1444,14.5002894888537,0,0,2500,125000
11750,4715025,1,2,1,BOGOTA,9,1,1,52,2,2,3,2,1,95,44,4,72,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,880000,0,0,0,0,0,0,880000,880000,248.139152063765,11,248.139152063765,248,3,0,2,1,1,0,1,0,72,0,1,1,1,1,2704,13.6876771864544,0,0,5184,373248
8789,4665612,1,2,1,BOGOTA,7,3,0,28,3,1,6,7,1,19,36,1,40,9,1,2,0,2,1,120000,0,0,1,1300000,0,0,140000,0,8e+05,1,3641666.66666667,0,11666.6666666667,0,108333.333333333,0,120000,3881666.66666667,3881666.66666667,185.510972304952,11,185.510972304952,186,7,0,1,1,1,0,1,0,40,1,0,0,0,5,784,15.1717751726325,1,28,1600,64000
2368,4559874,1,2,1,BOGOTA,2,3,1,33,3,2,6,3,1,3,106,4,40,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,8e+05,0,0,0,0,0,0,8e+05,8e+05,299.99121611679,11,299.99121611679,300,7,0,2,1,1,0,1,0,40,0,1,1,1,1,1089,13.5923670066501,0,0,1600,64000
14277,4760975,1,2,1,BOGOTA,11,2,0,55,2,1,5,11,1,54,18,1,84,8,2,2,0,2,2,0,0,0,1,0,0,0,0,0,1700000,1,781242,0,0,0,0,0,0,781242,781242,270.932036756929,11,270.932036756929,271,6,1,2,1,1,0,1,0,84,0,1,0,0,5,3025,13.5686402399803,1,55,7056,592704
14403,4761063,1,1,1,BOGOTA,11,3,0,50,1,1,6,5,6,13,10,1,40,7,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3416667,250.094672024774,11,250.094672024774,250,7,0,1,1,1,0,1,0,40,1,0,0,0,4,2500,15.0441760724416,1,50,1600,64000
13534,4744568,1,1,1,BOGOTA,10,2,1,52,1,1,4,8,1,98,142,4,60,1,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1e+06,0,0,0,0,0,0,1e+06,1e+06,273.806996775658,11,273.806996775658,274,5,0,1,1,1,0,1,0,60,1,0,1,1,1,2704,13.8155105579643,0,0,3600,216000
1733,4545777,1,1,1,BOGOTA,2,1,1,27,1,1,4,7,1,95,108,1,48,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,8e+05,0,0,0,0,0,0,8e+05,8e+05,239.820599635845,11,239.820599635845,240,5,0,2,1,1,0,1,0,48,0,1,0,1,2,729,13.5923670066501,0,0,2304,110592
11708,4714999,1,2,1,BOGOTA,9,5,0,60,2,1,6,5,1,44,216,1,40,9,3,2,0,2,1,0,781242,0,2,0,0,0,0,0,0,1,4e+06,0,0,781242,0,0,0,4781242,4781242,247.687437317754,11,247.687437317754,248,7,0,3,1,1,0,1,0,40,1,0,0,0,5,3600,15.380210903353,1,60,1600,64000
8701,4665550,1,1,1,BOGOTA,7,1,1,34,1,1,3,5,1,95,5,1,48,9,1,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,940622.666666667,0,0,0,0,0,0,940622.666666667,940622.666666667,183.711811290883,11,183.711811290883,184,4,0,1,1,1,0,1,0,48,0,1,0,0,5,1156,13.7542973462961,0,0,2304,110592
11488,4713344,1,2,1,BOGOTA,9,3,0,45,2,1,6,2,4,97,60,1,20,2,2,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,2e+05,0,0,0,0,0,0,2e+05,2e+05,251.737328118132,11,251.737328118132,252,7,0,2,1,1,0,1,0,20,0,1,0,1,2,2025,12.2060726455302,1,45,400,8000
16206,4801325,1,3,1,BOGOTA,12,2,1,29,4,1,5,11,1,97,11,1,48,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1024575.33333333,0,0,0,0,0,0,1024575.33333333,1024575.33333333,206.295043604412,11,206.295043604412,206,6,1,1,1,1,0,1,0,48,1,0,0,0,5,841,13.8397887757619,0,0,2304,110592
8947,4665721,1,2,1,BOGOTA,7,2,0,24,2,1,6,2,1,45,3,1,48,8,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1700454,0,0,0,0,0,0,1700454,1700454,302.417562831304,11,302.417562831304,302,7,0,1,1,1,0,1,0,48,1,0,0,0,5,576,14.3464058321961,1,24,2304,110592
