directorio,secuencia_p,orden,clase,dominio,mes,estrato1,sex,age,p6050,p6090,p6210,p6210s1,p6240,oficio,p6426,relab,hoursWorkUsual,p6870,p6920,p7040,p7070,p7090,p7495,p7500s1a1,p7500s2a1,p7500s3a1,p7505,p7510s1a1,p7510s2a1,p7510s3a1,p7510s5a1,p7510s6a1,p7510s7a1,pet,impa,isa,iof1,iof2,iof3h,iof3i,iof6,ingtotob,ingtot,fex_c,depto,fex_dpto,fweight,maxEducLevel,college,cotPension,wap,ocu,dsi,pea,inac,totalHoursWorked,formal,informal,cuentaPropia,microEmpresa,sizeFirm,age2,logIng,female,agefem,totalHoursWorked2,totalHoursWorked3
2668,4564476,1,2,1,BOGOTA,3,2,0,47,2,1,6,5,1,19,20,4,60,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3e+05,207.756412932239,11,207.756412932239,208,7,0,1,1,1,0,1,0,60,1,0,1,0,5,2209,12.6115377536383,1,47,3600,216000
2669,4564476,1,1,1,BOGOTA,3,2,1,49,1,1,4,6,1,93,400,4,72,1,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,750000,0,0,0,0,0,0,750000,750000,207.756412932239,11,207.756412932239,208,5,0,1,1,1,0,1,0,72,1,0,1,1,1,2401,13.5278284855125,0,0,5184,373248
2670,4564477,1,4,1,BOGOTA,3,2,0,24,5,1,6,5,2,37,11,1,36,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,828211,0,0,0,0,0,0,828211,828211,262.480209171392,11,262.480209171392,262,7,0,1,1,1,0,1,0,36,1,0,0,0,5,576,13.6270232318214,1,24,1296,46656
2671,4564477,1,1,1,BOGOTA,3,2,1,33,1,1,3,4,1,97,36,1,75,5,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1200000,0,0,0,0,0,0,1200000,1200000,262.480209171392,11,262.480209171392,262,3,0,2,1,1,0,1,0,75,0,1,0,0,4,1089,13.9978321147582,0,0,5625,421875
2672,4564478,1,1,1,BOGOTA,3,2,1,36,1,1,3,1,1,95,1,1,50,6,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1200000,0,0,0,0,0,0,1200000,1200000,240.747740860715,11,240.747740860715,241,3,0,1,1,1,0,1,0,50,1,0,0,0,4,1296,13.9978321147582,0,0,2500,125000
2674,4564479,1,3,1,BOGOTA,3,2,1,27,9,2,5,10,1,57,2,4,30,1,2,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,2e+05,0,0,0,0,0,0,2e+05,2e+05,191.97488550775,11,191.97488550775,192,6,1,2,1,1,0,1,0,30,0,1,1,1,1,729,12.2060726455302,0,0,900,27000
2675,4564479,1,2,1,BOGOTA,3,2,0,48,9,2,3,5,1,53,8,1,48,4,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,6e+05,0,0,0,0,0,0,6e+05,6e+05,191.97488550775,11,191.97488550775,192,4,0,2,1,1,0,1,0,48,0,1,0,0,3,2304,13.3046849341983,1,48,2304,110592
2676,4564479,1,5,1,BOGOTA,3,2,1,19,9,2,4,7,1,53,1,1,48,4,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,450000,0,0,0,0,0,0,450000,450000,191.97488550775,11,191.97488550775,192,5,0,2,1,1,0,1,0,48,0,1,0,0,3,361,13.0170028617465,0,0,2304,110592
2677,4564479,1,6,1,BOGOTA,3,2,1,20,9,2,4,8,1,53,6,1,48,4,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,650000,0,0,0,0,0,0,650000,650000,191.97488550775,11,191.97488550775,192,5,0,2,1,1,0,1,0,48,0,1,0,0,3,400,13.3847276418718,0,0,2304,110592
2679,4564479,1,8,1,BOGOTA,3,2,1,20,9,2,5,11,1,53,2,1,48,4,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,550000,0,0,0,0,0,0,550000,550000,191.97488550775,11,191.97488550775,192,6,1,2,1,1,0,1,0,48,0,1,0,0,3,400,13.2176735572087,0,0,2304,110592
2681,4564480,1,1,1,BOGOTA,3,1,1,55,1,1,4,7,1,58,60,1,48,4,1,2,0,1,2,0,0,0,1,0,0,0,0,0,0,1,1083877.66666667,0,0,0,0,0,0,1083877.66666667,1083877.66666667,223.644327685497,11,223.644327685497,224,5,0,1,1,1,0,1,0,48,1,0,0,0,3,3025,13.8960556009847,0,0,2304,110592
2682,4564480,1,5,1,BOGOTA,3,1,0,33,5,1,6,3,1,97,16,1,48,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,930929.416666667,0,0,0,0,0,0,930929.416666667,930929.416666667,223.644327685497,11,223.644327685497,224,7,0,1,1,1,0,1,0,48,1,0,0,0,5,1089,13.7439387388488,1,33,2304,110592
2683,4564481,1,1,1,BOGOTA,3,3,0,43,1,1,5,11,1,59,132,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,930929.416666667,0,0,0,0,0,0,930929.416666667,930929.416666667,257.081061679528,11,257.081061679528,257,6,1,1,1,1,0,1,0,48,1,0,0,0,5,1849,13.7439387388488,1,43,2304,110592
2685,4564483,1,2,1,BOGOTA,3,1,0,24,2,1,6,2,1,59,2,1,54,5,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,988211,0,0,0,0,0,0,988211,988211,212.944156501191,11,212.944156501191,213,7,0,1,1,1,0,1,0,54,1,0,0,0,4,576,13.8036515166818,1,24,2916,157464
2686,4564483,1,3,1,BOGOTA,3,1,0,49,5,1,3,5,1,54,300,4,40,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,480000,0,0,0,0,0,0,480000,480000,212.944156501191,11,212.944156501191,213,4,0,2,1,1,0,1,0,40,0,1,1,1,1,2401,13.0815413828841,1,49,1600,64000
2687,4564484,1,1,1,BOGOTA,3,3,1,64,1,1,5,11,1,51,148,5,80,4,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,2e+06,0,0,0,0,0,0,2e+06,2e+06,276.786005351805,11,276.786005351805,277,6,1,2,1,1,0,1,0,80,0,1,0,0,3,4096,14.5086577385242,0,0,6400,512000
2688,4564484,1,3,1,BOGOTA,3,3,1,28,3,1,6,10,1,21,120,1,60,4,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1300000,0,0,0,0,0,0,1300000,1300000,276.786005351805,11,276.786005351805,277,7,0,2,1,1,0,1,0,60,0,1,0,0,3,784,14.0778748224318,0,0,3600,216000
2689,4564484,1,2,1,BOGOTA,3,3,0,58,2,1,6,3,1,70,148,6,80,4,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,937500,0,0,0,0,0,0,0,937500,276.786005351805,11,276.786005351805,277,7,0,2,1,1,0,1,0,80,0,1,0,0,3,3364,13.7509720368267,1,58,6400,512000
2690,4564484,1,4,1,BOGOTA,3,3,0,22,3,1,6,5,1,21,4,1,48,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,2009416.66666667,0,0,0,0,0,0,2009416.66666667,2009416.66666667,276.786005351805,11,276.786005351805,277,7,0,1,1,1,0,1,0,48,1,0,0,0,5,484,14.5133550223258,1,22,2304,110592
2691,4564486,1,1,1,BOGOTA,3,1,1,46,1,1,5,11,1,45,48,5,112,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,3e+06,0,0,0,0,0,0,3e+06,3e+06,193.458072034825,11,193.458072034825,193,6,1,2,1,1,0,1,0,112,0,1,0,1,2,2116,14.9141228466324,0,0,12544,1404928
2692,4564486,1,2,1,BOGOTA,3,1,0,42,2,1,6,2,1,45,48,1,70,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,2e+05,0,0,0,0,0,0,2e+05,2e+05,193.458072034825,11,193.458072034825,193,7,0,2,1,1,0,1,0,70,0,1,0,1,2,1764,12.2060726455302,1,42,4900,343000
2693,4564487,1,3,1,BOGOTA,3,2,1,23,5,2,6,3,1,99,1,4,72,4,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250000,237.036291024117,11,237.036291024117,237,7,0,2,1,1,0,1,0,72,0,1,1,0,3,529,12.4292161968444,0,0,5184,373248
2694,4564487,1,1,1,BOGOTA,3,2,0,24,1,2,6,7,1,53,2,1,84,3,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,840000,0,0,0,0,0,0,1148000,1148000,237.036291024117,11,237.036291024117,237,7,0,2,1,1,0,1,0,84,0,1,0,1,2,576,13.9535318558616,1,24,7056,592704
2695,4564488,1,1,1,BOGOTA,3,2,0,28,1,1,6,6,1,12,48,1,48,4,2,2,0,2,2,0,0,0,1,0,0,0,0,0,1e+06,1,1500000,0,0,0,0,0,0,1500000,1500000,216.655606337789,11,216.655606337789,217,7,0,2,1,1,0,1,0,48,0,1,0,0,3,784,14.2209756660724,1,28,2304,110592
2697,4564490,1,1,1,BOGOTA,3,1,1,30,1,2,4,8,1,97,0,4,50,5,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1400000,0,0,0,0,0,0,1400000,1400000,218.883869647312,11,218.883869647312,219,5,0,2,1,1,0,1,0,50,0,1,1,0,4,900,14.1519827945855,0,0,2500,125000
2698,4564490,1,2,1,BOGOTA,3,1,0,29,2,2,5,11,1,79,4,4,60,6,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1200000,0,0,0,0,0,0,1200000,1200000,218.883869647312,11,218.883869647312,219,6,1,2,1,1,0,1,0,60,0,1,1,0,4,841,13.9978321147582,1,29,3600,216000
2699,4564490,1,4,1,BOGOTA,3,1,0,27,5,1,5,11,1,97,39,1,56,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1212333.33333333,0,0,0,0,0,0,1212333.33333333,1212333.33333333,218.883869647312,11,218.883869647312,219,6,1,1,1,1,0,1,0,56,1,0,0,0,5,729,14.008057435301,1,27,3136,175616
2702,4564494,1,2,1,BOGOTA,3,2,0,44,2,1,3,5,4,45,36,6,21,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,937500,0,0,0,0,0,0,0,937500,189.746622198227,11,189.746622198227,190,4,0,2,1,1,0,1,0,21,0,1,0,1,2,1936,13.7509720368267,1,44,441,9261
2703,4564494,1,1,1,BOGOTA,3,2,1,44,1,1,3,4,1,41,36,4,48,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1200000,0,0,0,0,0,0,1200000,1200000,189.746622198227,11,189.746622198227,190,3,0,2,1,1,0,1,0,48,0,1,1,1,2,1936,13.9978321147582,0,0,2304,110592
2704,4564494,1,3,1,BOGOTA,3,2,1,24,3,1,5,11,6,37,18,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,90000,0,1,931119.666666667,0,0,0,0,0,0,931119.666666667,931119.666666667,189.746622198227,11,189.746622198227,190,6,1,1,1,1,0,1,0,48,1,0,0,0,5,576,13.744143083624,0,0,2304,110592
2705,4564497,1,1,1,BOGOTA,3,3,1,35,1,1,6,2,1,33,84,1,48,4,1,1,1e+05,2,2,0,0,0,1,0,0,0,0,110000,0,1,1804211,1e+05,0,0,0,0,0,1904211,1904211,262.480209171392,11,262.480209171392,262,7,0,1,1,1,0,1,0,50,1,0,0,0,3,1225,14.4595783075212,0,0,2500,125000
2706,4564498,1,1,1,BOGOTA,3,3,0,32,1,1,6,3,1,16,84,4,72,1,1,1,2e+05,2,2,0,0,0,2,0,0,0,0,0,0,1,2600000,2e+05,0,0,0,0,0,2800000,2800000,266.173538473202,11,266.173538473202,266,7,0,1,1,1,0,1,0,78,1,0,1,1,1,1024,14.8451299751454,1,32,6084,474552
2707,4564498,1,2,1,BOGOTA,3,3,1,36,2,1,6,2,4,3,120,4,54,1,1,1,7e+05,2,2,0,0,0,2,0,0,0,0,0,0,1,3e+06,7e+05,0,0,0,0,0,3700000,3700000,266.173538473202,11,266.173538473202,266,7,0,1,1,1,0,1,0,60,1,0,1,1,1,1296,15.1238433776145,0,0,3600,216000
2709,4564500,1,3,1,BOGOTA,3,2,0,25,3,1,6,6,6,39,8,1,12,9,2,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,7e+05,0,0,0,0,0,0,7e+05,7e+05,296.359794123874,11,296.359794123874,296,7,0,2,1,1,0,1,0,12,0,1,0,0,5,625,13.4588356140255,1,25,144,1728
2710,4564500,1,2,1,BOGOTA,3,2,0,48,2,1,3,5,1,55,144,1,48,5,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,930929.416666667,0,0,0,0,0,0,930929.416666667,930929.416666667,296.359794123874,11,296.359794123874,296,4,0,1,1,1,0,1,0,48,1,0,0,0,4,2304,13.7439387388488,1,48,2304,110592
2711,4564501,1,1,1,BOGOTA,3,2,1,55,1,1,6,7,1,13,60,1,48,9,1,2,0,2,1,2750000,0,0,1,0,0,0,0,0,0,1,4229000,0,0,0,0,0,2750000,7099000,7099000,293.338433379047,11,293.338433379047,293,7,0,1,1,1,0,1,0,48,1,0,0,0,5,3025,15.7754644870215,0,0,2304,110592
2712,4564502,1,1,1,BOGOTA,3,3,1,21,1,1,5,11,1,51,24,1,48,8,1,2,0,2,2,0,0,0,1,0,0,0,0,1100000,0,1,1630000,0,0,0,0,0,0,1910000,1910000,304.352609970631,11,304.352609970631,304,6,1,1,1,1,0,1,0,48,1,0,0,0,5,441,14.4626138000228,0,0,2304,110592
2713,4564504,1,2,1,BOGOTA,3,2,0,39,2,1,4,9,1,53,120,1,48,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,891333.333333333,0,0,0,0,0,0,1191333.33333333,1191333.33333333,251.875197575788,11,251.875197575788,252,5,0,1,1,1,0,1,0,48,1,0,0,0,5,1521,13.9905836860334,1,39,2304,110592
2714,4564504,1,1,1,BOGOTA,3,2,1,32,1,1,5,10,1,39,63,1,48,4,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,862333.333333333,0,0,0,0,0,0,862333.333333333,862333.333333333,251.875197575788,11,251.875197575788,252,6,1,1,1,1,0,1,0,48,1,0,0,0,3,1024,13.6673971725001,0,0,2304,110592
2715,4564505,1,1,1,BOGOTA,3,3,1,66,1,1,3,4,1,92,432,5,40,3,3,2,0,2,1,0,687492,0,2,0,0,0,0,0,0,1,0,0,0,687492,0,0,0,687492,1887492,266.199114290989,11,266.199114290989,266,3,0,3,1,1,0,1,0,40,1,0,0,1,2,4356,14.4507595216857,0,0,1600,64000
2717,4564505,1,2,1,BOGOTA,3,3,0,61,2,1,5,11,6,79,60,4,20,1,3,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1e+05,0,0,0,0,0,0,1e+05,1e+05,266.199114290989,11,266.199114290989,266,6,1,3,1,1,0,1,0,20,1,0,1,1,1,3721,11.5129254649702,1,61,400,8000
2719,4564509,1,1,1,BOGOTA,3,3,1,30,1,1,6,2,1,17,4,1,40,6,2,2,0,1,1,350000,0,0,1,0,0,0,0,0,1200000,1,1800000,0,0,0,0,0,350000,2150000,2150000,251.893318110576,11,251.893318110576,252,7,0,2,1,1,0,1,0,40,0,1,0,0,4,900,14.5809784001038,0,0,1600,64000
2721,4564511,1,7,1,BOGOTA,3,2,0,24,9,2,4,9,1,54,1,3,45,1,2,2,0,1,2,0,0,0,1,0,0,0,0,0,2700000,1,869453,0,0,0,0,0,0,869453,959453,180.636024869766,11,180.636024869766,181,5,0,2,1,1,0,1,0,45,0,1,0,1,1,576,13.7741186093844,1,24,2025,91125
2725,4564512,1,1,1,BOGOTA,3,2,0,29,1,1,5,11,1,77,12,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,740000,0,1,930929.416666667,0,0,0,0,0,0,930929.416666667,930929.416666667,266.173538473202,11,266.173538473202,266,6,1,1,1,1,0,1,0,48,1,0,0,0,5,841,13.7439387388488,1,29,2304,110592
2726,4564513,1,1,1,BOGOTA,3,3,1,50,1,2,5,11,1,59,12,1,48,5,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,7e+05,0,0,0,0,0,0,7e+05,7e+05,261.921522982347,11,261.921522982347,262,6,1,2,1,1,0,1,0,48,0,1,0,0,4,2500,13.4588356140255,0,0,2304,110592
2727,4564513,1,2,1,BOGOTA,3,3,0,22,3,2,6,4,1,53,12,1,48,4,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,7e+05,0,0,0,0,0,0,7e+05,7e+05,261.921522982347,11,261.921522982347,262,7,0,2,1,1,0,1,0,48,0,1,0,0,3,484,13.4588356140255,1,22,2304,110592
2728,4564514,1,1,1,BOGOTA,3,3,0,53,1,1,5,11,1,32,2,1,48,7,1,2,0,1,2,0,0,0,1,0,0,0,0,3500000,1100000,1,950711,0,0,0,0,0,0,950711,950711,216.655606337789,11,216.655606337789,217,6,1,1,1,1,0,1,0,48,1,0,0,0,4,2809,13.764965404702,1,53,2304,110592
2729,4564516,1,1,1,BOGOTA,3,2,0,64,1,1,4,6,1,54,48,3,50,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,680000,0,0,0,0,0,0,680000,8e+05,156.524959321255,11,156.524959321255,157,5,0,2,1,1,0,1,0,50,0,1,0,1,1,4096,13.5923670066501,1,64,2500,125000
2731,4564517,1,3,1,BOGOTA,3,3,0,34,3,1,5,10,1,54,4,3,60,1,1,1,1e+05,2,2,0,0,0,2,0,0,0,0,0,0,1,862492,1e+05,0,0,0,0,0,1082492,1082492,151.356146777887,11,151.356146777887,151,6,1,1,1,1,0,1,0,68,1,0,0,1,1,1156,13.8947763485312,1,34,4624,314432
2733,4564518,1,2,1,BOGOTA,3,3,1,28,2,1,6,3,1,51,5,4,72,1,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1200000,0,0,0,0,0,0,1200000,1200000,266.173538473202,11,266.173538473202,266,7,0,1,1,1,0,1,0,72,1,0,1,1,1,784,13.9978321147582,0,0,5184,373248
2736,4564522,1,1,1,BOGOTA,3,3,1,48,1,1,6,4,1,58,96,1,60,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1375833.33333333,0,0,0,0,0,0,1375833.33333333,1375833.33333333,310.310443651539,11,310.310443651539,310,7,0,1,1,1,0,1,0,60,1,0,0,0,5,2304,14.1345701661083,0,0,3600,216000
2737,4564522,1,2,1,BOGOTA,3,3,0,33,2,1,6,5,1,38,12,1,48,6,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1225711,0,0,0,0,0,0,1225711,1225711,310.310443651539,11,310.310443651539,310,7,0,1,1,1,0,1,0,48,1,0,0,0,4,1089,14.0190316417526,1,33,2304,110592
2739,4564523,1,2,1,BOGOTA,3,3,0,29,2,1,5,11,4,59,0,4,3,1,2,1,150000,1,2,0,0,0,2,0,0,0,0,0,0,1,160000,150000,0,0,0,0,0,310000,310000,296.030223288913,11,296.030223288913,296,6,1,2,1,1,0,1,0,4,0,1,1,1,1,841,12.6443275764613,1,29,16,64
2740,4564524,1,1,1,BOGOTA,3,2,1,31,1,1,4,9,1,59,36,1,48,7,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1088044.33333333,0,0,0,0,0,0,1088044.33333333,1088044.33333333,193.458072034825,11,193.458072034825,193,5,0,1,1,1,0,1,0,48,1,0,0,0,4,961,13.8998924531169,0,0,2304,110592
2741,4564524,1,2,1,BOGOTA,3,2,0,29,2,1,6,2,1,54,48,3,48,1,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,810242,0,0,0,0,0,0,910242,910242,193.458072034825,11,193.458072034825,193,7,0,1,1,1,0,1,0,48,1,0,0,1,1,841,13.7214657772048,1,29,2304,110592
2744,4564526,1,1,1,BOGOTA,3,3,1,60,1,1,3,5,1,79,36,4,56,1,1,2,0,2,1,1550000,0,0,2,0,0,0,0,0,0,1,8e+05,0,0,0,0,0,1550000,2350000,2350000,293.338433379047,11,293.338433379047,293,4,0,1,1,1,0,1,0,56,1,0,1,1,1,3600,14.6699258861203,0,0,3136,175616
2748,4564529,1,2,1,BOGOTA,3,2,0,48,2,1,5,10,1,55,3,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,938211,0,0,0,0,0,0,938211,938211,260.347105450571,11,260.347105450571,260,6,1,1,1,1,0,1,0,48,1,0,0,0,5,2304,13.7517301493867,1,48,2304,110592
2750,4564530,1,3,1,BOGOTA,3,2,0,65,5,1,3,3,1,79,120,4,48,4,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,4e+05,0,0,0,0,0,0,4e+05,4e+05,189.516287249731,11,189.516287249731,190,3,0,2,1,1,0,1,0,48,0,1,1,0,3,4225,12.8992198260901,1,65,2304,110592
2751,4564530,1,2,1,BOGOTA,3,2,0,27,2,1,5,11,1,44,9,1,42,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,1300000,1,1073666.66666667,0,0,0,0,0,0,1073666.66666667,1073666.66666667,189.516287249731,11,189.516287249731,190,6,1,1,1,1,0,1,0,42,1,0,0,0,5,729,13.8865901396452,1,27,1764,74088
2752,4564531,1,4,1,BOGOTA,3,3,1,30,3,1,6,8,1,19,24,1,40,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8e+05,200.216458434037,11,200.216458434037,200,7,0,1,1,1,0,1,0,40,1,0,0,0,5,900,13.5923670066501,0,0,1600,64000
2753,4564531,1,1,1,BOGOTA,3,3,1,60,1,1,3,5,1,85,192,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,195000,0,1,1925000,0,0,0,0,0,0,1925000,1925000,200.216458434037,11,200.216458434037,200,4,0,1,1,1,0,1,0,48,1,0,0,0,5,3600,14.470436525704,0,0,2304,110592
2755,4564531,1,5,1,BOGOTA,3,3,0,29,3,1,6,7,1,11,16,1,48,4,1,2,0,2,2,0,0,0,1,0,0,0,0,204000,0,1,2308333.33333333,0,0,0,0,0,0,2308333.33333333,2308333.33333333,200.216458434037,11,200.216458434037,200,7,0,1,1,1,0,1,0,48,1,0,0,0,3,841,14.6520363213696,1,29,2304,110592
2756,4564532,1,3,1,BOGOTA,3,2,1,29,9,1,5,11,1,53,1,1,48,5,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,869453,0,0,0,0,0,0,869453,1059453,198.857219526689,11,198.857219526689,199,6,1,1,1,1,0,1,0,48,1,0,0,0,4,841,13.8732632951591,0,0,2304,110592
2757,4564532,1,2,1,BOGOTA,3,2,0,26,2,2,5,11,1,54,10,3,45,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,7e+05,0,0,0,0,0,0,7e+05,930000,198.857219526689,11,198.857219526689,199,6,1,2,1,1,0,1,0,45,0,1,0,1,1,676,13.7429398651294,1,26,2025,91125
2758,4564532,1,1,1,BOGOTA,3,2,1,26,1,1,5,11,1,39,1,1,48,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,869453,0,0,0,0,0,0,869453,869453,198.857219526689,11,198.857219526689,199,6,1,1,1,1,0,1,0,48,1,0,0,0,5,676,13.6756195572614,0,0,2304,110592
2759,4564533,1,1,1,BOGOTA,3,2,0,33,1,1,5,11,1,55,7,1,55,9,1,2,0,2,1,0,0,1e+05,2,0,0,0,0,0,0,1,919286.333333333,0,0,0,1e+05,0,0,1319286.33333333,1319286.33333333,257.274345067652,11,257.274345067652,257,6,1,1,1,1,0,1,0,55,1,0,0,0,5,1089,14.0926014917894,1,33,3025,166375
2760,4564533,1,3,1,BOGOTA,3,2,1,40,5,1,5,11,1,55,2,1,48,4,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,869453,0,0,0,0,0,0,869453,869453,257.274345067652,11,257.274345067652,257,6,1,1,1,1,0,1,0,48,1,0,0,0,3,1600,13.6756195572614,0,0,2304,110592
2761,4564533,1,4,1,BOGOTA,3,2,1,28,5,1,5,11,1,81,24,1,48,5,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,869453,0,0,0,0,0,0,869453,869453,257.274345067652,11,257.274345067652,257,6,1,1,1,1,0,1,0,48,1,0,0,0,4,784,13.6756195572614,0,0,2304,110592
2762,4564534,1,1,1,BOGOTA,3,2,0,43,1,1,4,9,1,54,240,3,48,1,1,2,0,2,1,9e+05,0,0,2,0,0,0,0,0,0,1,833333.333333333,0,0,0,0,0,9e+05,1733333.33333333,1733333.33333333,173.760583645548,11,173.760583645548,174,5,0,1,1,1,0,1,0,48,1,0,0,1,1,1849,14.3655568948835,1,43,2304,110592
2764,4564534,1,4,1,BOGOTA,3,2,1,19,3,1,6,2,1,30,36,1,48,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,833333.333333333,0,0,0,0,0,0,833333.333333333,833333.333333333,173.760583645548,11,173.760583645548,174,7,0,1,1,1,0,1,0,48,1,0,0,0,5,361,13.6331890011703,0,0,2304,110592
2765,4564535,1,1,1,BOGOTA,3,2,1,28,1,1,5,11,1,95,6,1,60,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1830000,0,0,0,0,0,0,1830000,1830000,251.893318110576,11,251.893318110576,252,6,1,1,1,1,0,1,0,60,1,0,0,0,5,784,14.4198265248176,0,0,3600,216000
2767,4564537,1,1,1,BOGOTA,3,2,1,43,1,1,5,11,1,45,156,4,48,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,250000,0,0,0,0,0,0,250000,250000,222.507615178207,11,222.507615178207,223,6,1,2,1,1,0,1,0,48,0,1,1,1,1,1849,12.4292161968444,0,0,2304,110592
2768,4564537,1,2,1,BOGOTA,3,2,0,55,2,1,5,11,4,45,60,4,5,1,2,2,0,1,2,0,0,0,1,1400000,0,0,0,0,0,1,30000,0,0,0,116666.666666667,0,0,146666.666666667,146666.666666667,222.507615178207,11,222.507615178207,223,6,1,2,1,1,0,1,0,5,0,1,1,1,1,3025,11.8959177172263,1,55,25,125
2769,4564538,1,1,1,BOGOTA,3,2,0,39,1,1,5,11,1,56,96,1,48,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,5e+05,0,0,0,0,0,0,5e+05,5e+05,198.415480655281,11,198.415480655281,198,6,1,2,1,1,0,1,0,48,0,1,0,1,2,1521,13.1223633774043,1,39,2304,110592
2770,4564539,1,1,1,BOGOTA,3,2,1,26,1,1,5,11,1,99,12,1,48,7,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1058000,0,0,0,0,0,0,1058000,1058000,240.747740860715,11,240.747740860715,241,6,1,2,1,1,0,1,0,48,0,1,0,0,4,676,13.8718908914004,0,0,2304,110592
2771,4564540,1,1,1,BOGOTA,3,2,1,30,1,1,5,10,2,83,0,1,48,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1e+06,0,0,0,0,0,0,1e+06,1e+06,240.747740860715,11,240.747740860715,241,6,1,1,1,1,0,1,0,48,1,0,0,0,5,900,13.8155105579643,0,0,2304,110592
2772,4564541,1,1,1,BOGOTA,3,2,1,36,1,1,4,9,1,39,120,1,45,4,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,925000,0,0,0,0,0,0,925000,925000,240.747740860715,11,240.747740860715,241,5,0,2,1,1,0,1,0,45,0,1,0,0,3,1296,13.7375490164946,0,0,2025,91125
2773,4564542,1,1,1,BOGOTA,3,2,1,25,1,1,5,11,1,95,2,1,48,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,954877.666666667,0,0,0,0,0,0,954877.666666667,954877.666666667,266.173538473202,11,266.173538473202,266,6,1,1,1,1,0,1,0,48,1,0,0,0,5,625,13.7693385135264,0,0,2304,110592
