directorio,secuencia_p,orden,clase,dominio,mes,estrato1,sex,age,p6050,p6090,p6210,p6210s1,p6240,oficio,p6426,relab,hoursWorkUsual,p6870,p6920,p7040,p7070,p7090,p7495,p7500s1a1,p7500s2a1,p7500s3a1,p7505,p7510s1a1,p7510s2a1,p7510s3a1,p7510s5a1,p7510s6a1,p7510s7a1,pet,impa,isa,iof1,iof2,iof3h,iof3i,iof6,ingtotob,ingtot,fex_c,depto,fex_dpto,fweight,maxEducLevel,college,cotPension,wap,ocu,dsi,pea,inac,totalHoursWorked,formal,informal,cuentaPropia,microEmpresa,sizeFirm,age2,logIng,female,agefem,totalHoursWorked2,totalHoursWorked3
8496,4660929,1,2,1,BOGOTA,7,3,1,41,2,1,3,3,1,81,120,4,60,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1800000,0,0,0,0,0,0,1800000,1800000,212.081912626287,11,212.081912626287,212,3,0,2,1,1,0,1,0,60,0,1,1,1,1,1681,14.4032972228664,0,0,3600,216000
8497,4660930,1,1,1,BOGOTA,7,3,0,56,1,1,5,11,1,54,120,4,48,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,9e+05,0,0,0,0,0,0,9e+05,9e+05,234.510822496742,11,234.510822496742,235,6,1,2,1,1,0,1,0,48,0,1,1,1,1,3136,13.7101500423064,1,56,2304,110592
8499,4660931,1,3,1,BOGOTA,7,2,1,48,3,2,4,6,1,95,1,1,48,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,811242,214.028453262652,11,214.028453262652,214,5,0,2,1,1,0,1,0,48,0,1,0,1,2,2304,13.6063216856267,0,0,2304,110592
8502,4660935,1,1,1,BOGOTA,7,3,1,23,1,1,5,11,1,39,42,1,62,5,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1175000,0,0,0,0,0,0,1175000,1175000,243.446420228009,11,243.446420228009,243,6,1,1,1,1,0,1,0,62,1,0,0,0,4,529,13.9767787055604,0,0,3844,238328
8505,4660936,1,3,1,BOGOTA,7,2,1,45,9,1,5,11,1,53,30,1,50,6,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1680000,0,0,0,0,0,0,1808000,1808000,252.537560898126,11,252.537560898126,253,6,1,1,1,1,0,1,0,50,1,0,0,0,4,2025,14.4077318199343,0,0,2500,125000
8506,4660937,1,1,1,BOGOTA,7,3,1,52,1,1,5,11,1,16,60,1,48,3,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,833333.333333333,0,0,0,0,0,0,833333.333333333,833333.333333333,199.740849348272,11,199.740849348272,200,6,1,2,1,1,0,1,0,48,0,1,0,1,2,2704,13.6331890011703,0,0,2304,110592
8507,4660937,1,2,1,BOGOTA,7,3,0,44,2,1,5,11,1,79,60,1,48,3,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,833333.333333333,0,0,0,0,0,0,833333.333333333,833333.333333333,199.740849348272,11,199.740849348272,200,6,1,2,1,1,0,1,0,48,0,1,0,1,2,1936,13.6331890011703,1,44,2304,110592
8508,4660937,1,3,1,BOGOTA,7,3,1,22,3,1,6,5,1,37,24,1,48,3,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,833333.333333333,0,0,0,0,0,0,833333.333333333,833333.333333333,199.740849348272,11,199.740849348272,200,7,0,2,1,1,0,1,0,48,0,1,0,1,2,484,13.6331890011703,0,0,2304,110592
8510,4660938,1,3,1,BOGOTA,7,2,1,25,9,1,5,11,1,58,32,1,48,5,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1300000,0,0,0,0,0,0,1300000,1300000,214.028453262652,11,214.028453262652,214,6,1,1,1,1,0,1,0,48,1,0,0,0,4,625,14.0778748224318,0,0,2304,110592
8513,4660940,1,5,1,BOGOTA,7,3,0,49,3,1,5,11,1,45,10,1,48,2,1,2,0,2,2,0,0,0,1,0,0,0,0,0,2e+05,1,988611,0,0,0,0,0,0,988611,988611,228.236805836986,11,228.236805836986,228,6,1,1,1,1,0,1,0,48,1,0,0,1,2,2401,13.8040562066391,1,49,2304,110592
8514,4660940,1,6,1,BOGOTA,7,3,0,48,3,1,5,11,1,39,4,1,48,2,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,932111,0,0,0,0,0,0,932111,932111,228.236805836986,11,228.236805836986,228,6,1,1,1,1,0,1,0,48,1,0,0,1,2,2304,13.7452071852885,1,48,2304,110592
8515,4660940,1,7,1,BOGOTA,7,3,1,47,3,1,5,11,1,3,60,1,48,3,1,2,0,2,2,0,0,0,1,0,0,0,0,0,140000,1,839733.333333333,0,0,0,0,0,0,839733.333333333,839733.333333333,228.236805836986,11,228.236805836986,228,6,1,1,1,1,0,1,0,48,1,0,0,1,2,2209,13.6408396601008,0,0,2304,110592
8516,4660942,1,1,1,BOGOTA,7,3,1,80,1,1,6,6,6,13,480,4,65,1,2,2,0,2,1,5e+05,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5e+05,5e+05,4500000,236.146062407286,11,236.146062407286,236,7,0,2,1,1,0,1,0,65,0,1,1,1,1,6400,15.3195879547405,0,0,4225,274625
8519,4660945,1,1,1,BOGOTA,7,3,1,24,1,1,5,11,6,77,60,1,84,4,1,2,0,2,2,0,0,0,1,0,0,0,0,250000,0,1,782500,0,0,0,0,0,0,782500,782500,243.446420228009,11,243.446420228009,243,6,1,1,1,1,0,1,0,84,1,0,0,0,3,576,13.5702492013964,0,0,7056,592704
8520,4660946,1,1,1,BOGOTA,7,2,1,36,1,1,5,11,1,58,168,2,60,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60000,1326667,281.075599069015,11,281.075599069015,281,6,1,1,1,1,0,1,0,60,1,0,0,0,5,1296,14.0981803398488,0,0,3600,216000
8523,4660948,1,1,1,BOGOTA,7,3,1,43,1,1,5,11,1,98,6,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,1800000,1,1096666.66666667,0,0,0,0,0,0,1186666.66666667,1186666.66666667,180.024732803853,11,180.024732803853,180,6,1,1,1,1,0,1,0,48,1,0,0,0,5,1849,13.9866588141601,0,0,2304,110592
8525,4660948,1,5,1,BOGOTA,7,3,0,20,3,1,6,2,1,33,18,1,48,7,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,902786.333333333,0,0,0,0,0,0,902786.333333333,902786.333333333,180.024732803853,11,180.024732803853,180,7,0,1,1,1,0,1,0,48,1,0,0,0,4,400,13.713241185722,1,20,2304,110592
8526,4660950,1,2,1,BOGOTA,7,3,1,51,3,1,6,2,1,21,96,1,48,8,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,781242,219.841438410639,11,219.841438410639,220,7,0,1,1,1,0,1,0,48,1,0,0,0,5,2601,13.5686402399803,0,0,2304,110592
8528,4660950,1,4,1,BOGOTA,7,3,1,62,5,1,4,9,1,41,12,4,40,2,3,2,0,2,1,0,687492,0,2,0,0,0,0,0,0,1,7e+05,0,0,687492,0,0,0,1387492,1387492,219.841438410639,11,219.841438410639,220,5,0,3,1,1,0,1,0,40,1,0,1,1,2,3844,14.1430083588203,0,0,1600,64000
8529,4660950,1,5,1,BOGOTA,7,3,1,28,4,1,6,4,1,3,0,1,48,9,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,869453,0,0,0,0,0,0,869453,869453,219.841438410639,11,219.841438410639,220,7,0,2,1,1,0,1,0,48,0,1,0,0,5,784,13.6756195572614,0,0,2304,110592
8531,4660952,1,1,1,BOGOTA,7,3,1,23,1,1,5,11,1,58,23,1,48,6,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1183333.33333333,0,0,0,0,0,0,1183333.33333333,1183333.33333333,212.728337163672,11,212.728337163672,213,6,1,1,1,1,0,1,0,48,1,0,0,0,4,529,13.9838458727835,0,0,2304,110592
8533,4660953,1,3,1,BOGOTA,7,2,0,30,3,1,6,5,1,16,2,1,48,5,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,869453,0,0,0,0,0,0,869453,869453,278.832915280204,11,278.832915280204,279,7,0,1,1,1,0,1,0,48,1,0,0,0,4,900,13.6756195572614,1,30,2304,110592
8534,4660954,1,1,1,BOGOTA,7,3,0,51,1,1,3,5,1,54,54,3,48,1,1,2,0,2,2,0,0,0,1,0,0,0,0,130000,0,1,1031953,0,0,0,0,0,0,1131953,1131953,265.75855297061,11,265.75855297061,266,4,0,1,1,1,0,1,0,48,1,0,0,1,1,2601,13.9394550174487,1,51,2304,110592
8535,4660955,1,1,1,BOGOTA,7,2,1,53,1,1,4,6,1,83,144,1,53,5,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1400000,0,0,0,0,0,0,1400000,1400000,256.520782537603,11,256.520782537603,257,5,0,1,1,1,0,1,0,53,1,0,0,0,4,2809,14.1519827945855,0,0,2809,148877
8536,4660955,1,3,1,BOGOTA,7,2,1,26,3,1,6,6,1,9,24,1,40,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,2591666.66666667,0,0,0,0,0,0,2591666.66666667,2591666.66666667,256.520782537603,11,256.520782537603,257,7,0,1,1,1,0,1,0,40,1,0,0,0,5,676,14.7678117273615,0,0,1600,64000
8537,4660956,1,1,1,BOGOTA,7,3,1,52,1,1,5,11,1,38,140,4,56,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,2550000,0,0,0,0,0,0,2550000,2550000,236.918342097981,11,236.918342097981,237,6,1,1,1,1,0,1,0,56,1,0,1,0,5,2704,14.7516039171346,0,0,3136,175616
8538,4660956,1,2,1,BOGOTA,7,3,1,22,3,1,6,3,1,95,18,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1291666.66666667,0,0,0,0,0,0,1291666.66666667,1291666.66666667,236.918342097981,11,236.918342097981,237,7,0,1,1,1,0,1,0,48,1,0,0,0,5,484,14.0714439321015,0,0,2304,110592
8542,4660960,1,1,1,BOGOTA,7,3,0,60,1,1,3,2,1,53,132,4,72,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,7e+05,0,0,0,0,0,0,7e+05,7e+05,223.80499912927,11,223.80499912927,224,3,0,2,1,1,0,1,0,72,0,1,1,1,1,3600,13.4588356140255,1,60,5184,373248
8543,4660961,1,1,1,BOGOTA,7,3,1,35,1,1,6,3,1,3,48,1,48,7,1,2,0,2,2,0,0,0,1,0,0,0,0,2e+05,0,1,945286.333333333,0,0,0,0,0,0,945286.333333333,945286.333333333,370.764824736647,11,370.764824736647,371,7,0,1,1,1,0,1,0,48,1,0,0,0,4,1225,13.7592431588175,0,0,2304,110592
8544,4660963,1,1,1,BOGOTA,7,3,1,23,1,1,6,2,1,95,15,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,2e+05,0,1,1148266.66666667,0,0,0,0,0,0,1148266.66666667,1148266.66666667,221.624954235822,11,221.624954235822,222,7,0,1,1,1,0,1,0,48,1,0,0,0,5,529,13.9537641169241,0,0,2304,110592
8545,4660963,1,2,1,BOGOTA,7,3,0,22,2,1,5,11,1,33,36,1,56,4,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1166666.66666667,0,0,0,0,0,0,1166666.66666667,1166666.66666667,221.624954235822,11,221.624954235822,222,6,1,1,1,1,0,1,0,56,1,0,0,0,3,484,13.9696612377915,1,22,3136,175616
8548,4660965,1,1,1,BOGOTA,7,3,0,58,1,1,4,8,1,53,312,4,60,1,2,2,0,2,1,5e+05,0,0,2,0,0,0,0,0,0,1,1400000,0,0,0,0,0,5e+05,1900000,1900000,236.987010542638,11,236.987010542638,237,5,0,2,1,1,0,1,0,60,0,1,1,1,1,3364,14.4573644441367,1,58,3600,216000
8549,4660966,1,1,1,BOGOTA,7,3,1,39,1,1,3,5,1,95,18,1,48,8,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,2153333.33333333,0,0,0,0,0,0,2153333.33333333,2153333.33333333,234.510822496742,11,234.510822496742,235,4,0,1,1,1,0,1,0,48,1,0,0,0,5,1521,14.5825275870907,0,0,2304,110592
8550,4660966,1,2,1,BOGOTA,7,3,0,55,2,1,5,11,1,54,156,3,48,2,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,928033.333333333,0,0,0,0,0,0,928033.333333333,1228033.33333333,234.510822496742,11,234.510822496742,235,6,1,1,1,1,0,1,0,48,1,0,0,1,2,3025,14.0209245317291,1,55,2304,110592
8551,4660967,1,1,1,BOGOTA,7,3,1,87,1,1,3,5,1,41,24,4,48,2,3,2,0,2,1,5e+05,1200000,0,2,0,0,0,0,0,0,1,0,0,0,1200000,0,0,5e+05,1700000,1900000,216.504641308547,11,216.504641308547,217,4,0,3,1,1,0,1,0,48,1,0,1,1,2,7569,14.4573644441367,0,0,2304,110592
8552,4660967,1,2,1,BOGOTA,7,3,0,82,2,1,3,5,6,45,24,6,40,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,937500,0,0,0,0,0,0,0,937500,216.504641308547,11,216.504641308547,217,4,0,2,1,1,0,1,0,40,0,1,0,1,2,6724,13.7509720368267,1,82,1600,64000
8553,4660968,1,1,1,BOGOTA,7,3,1,80,1,1,3,3,6,41,120,4,10,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1e+06,170.148915998136,11,170.148915998136,170,3,0,2,1,1,0,1,0,10,0,1,1,1,1,6400,13.8155105579643,0,0,100,1000
8556,4660968,1,4,1,BOGOTA,7,3,1,55,9,1,3,5,1,98,72,4,72,1,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,650000,170.148915998136,11,170.148915998136,170,4,0,1,1,1,0,1,0,72,1,0,1,1,1,3025,13.3847276418718,0,0,5184,373248
8557,4660968,1,6,1,BOGOTA,7,3,0,21,4,1,6,3,1,39,18,2,40,9,1,2,0,2,1,0,0,2e+05,2,0,0,0,0,0,0,1,2e+06,0,0,0,2e+05,0,0,2200000,2200000,170.148915998136,11,170.148915998136,170,7,0,1,1,1,0,1,0,40,1,0,0,0,5,441,14.6039679183285,1,21,1600,64000
8558,4660969,1,1,1,BOGOTA,7,3,0,36,1,1,3,5,1,45,24,1,56,2,2,2,0,2,2,0,0,0,1,2e+05,0,0,0,0,0,1,750000,0,0,0,16666.6666666667,0,0,766666.666666667,766666.666666667,274.65517004276,11,274.65517004276,275,4,0,2,1,1,0,1,0,56,0,1,0,1,2,1296,13.5498073922313,1,36,3136,175616
8560,4660970,1,2,1,BOGOTA,7,3,1,20,3,1,5,11,1,98,10,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1408333.33333333,0,0,0,0,0,0,1408333.33333333,2241666.33333333,223.80499912927,11,223.80499912927,224,6,1,1,1,1,0,1,0,48,1,0,0,0,5,400,14.6227300460852,0,0,2304,110592
8561,4660971,1,1,1,BOGOTA,7,3,0,31,1,1,6,7,1,30,60,4,48,7,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,2e+06,0,0,0,0,0,0,2e+06,2e+06,352.971590592347,11,352.971590592347,353,7,0,1,1,1,0,1,0,48,1,0,1,0,4,961,14.5086577385242,1,31,2304,110592
8563,4660972,1,2,1,BOGOTA,7,2,1,38,3,1,4,9,1,84,12,1,63,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,6e+05,0,0,0,0,0,0,6e+05,6e+05,218.258254500069,11,218.258254500069,218,5,0,2,1,1,0,1,0,63,0,1,0,1,2,1444,13.3046849341983,0,0,3969,250047
8564,4660972,1,3,1,BOGOTA,7,2,0,35,3,1,5,11,1,34,24,4,48,4,2,2,0,2,1,0,0,2e+05,2,0,0,0,0,0,0,1,9e+05,0,0,0,2e+05,0,0,1100000,1100000,218.258254500069,11,218.258254500069,218,6,1,2,1,1,0,1,0,48,0,1,1,0,3,1225,13.9108207377686,1,35,2304,110592
8565,4660972,1,6,1,BOGOTA,7,2,0,33,3,1,5,11,1,32,36,1,48,3,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,864333.333333333,0,0,0,0,0,0,864333.333333333,864333.333333333,218.258254500069,11,218.258254500069,218,6,1,1,1,1,0,1,0,48,1,0,0,1,2,1089,13.6697137758527,1,33,2304,110592
8566,4660972,1,9,1,BOGOTA,7,2,0,28,3,2,6,2,1,57,9,4,48,4,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1100000,0,0,0,0,0,0,1100000,1100000,218.258254500069,11,218.258254500069,218,7,0,2,1,1,0,1,0,48,0,1,1,0,3,784,13.9108207377686,1,28,2304,110592
8568,4660973,2,1,1,BOGOTA,7,1,1,32,1,1,6,2,1,42,5,1,69,8,1,2,0,1,1,1200000,0,0,2,0,0,0,0,0,0,1,1500000,0,0,0,0,0,1200000,2950000,2950000,241.460898932528,11,241.460898932528,241,7,0,1,1,1,0,1,0,69,1,0,0,0,5,1024,14.897315728316,0,0,4761,328509
8569,4660974,1,1,1,BOGOTA,7,2,1,40,1,1,6,3,1,3,120,1,60,8,1,2,0,2,2,0,0,0,1,0,0,0,0,230000,0,1,2367683.33333333,0,0,0,0,0,0,2367683.33333333,2567683.33333333,361.868207664497,11,361.868207664497,362,7,0,1,1,1,0,1,0,60,1,0,0,0,5,1600,14.7585146236235,0,0,3600,216000
8573,4660975,1,6,1,BOGOTA,7,2,1,53,5,1,5,11,1,83,180,1,48,2,1,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,932744.666666667,0,0,0,0,0,0,932744.666666667,932744.666666667,427.002616800716,11,427.002616800716,427,6,1,1,1,1,0,1,0,48,1,0,0,1,2,2809,13.7458867732077,0,0,2304,110592
8576,4660977,1,1,1,BOGOTA,7,2,1,24,1,1,5,11,1,59,20,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,936119.666666667,0,0,0,0,0,0,936119.666666667,961119.666666667,302.417562831304,11,302.417562831304,302,6,1,1,1,1,0,1,0,48,1,0,0,0,5,576,13.7758542032663,0,0,2304,110592
8577,4660977,1,2,1,BOGOTA,7,2,0,22,2,1,4,6,1,53,24,1,50,4,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,616666.666666667,0,0,0,0,0,0,716666.666666667,716666.666666667,302.417562831304,11,302.417562831304,302,5,0,2,1,1,0,1,0,50,0,1,0,0,3,484,13.4823661114357,1,22,2500,125000
8578,4660978,1,1,1,BOGOTA,7,2,1,49,1,2,3,2,1,98,84,4,60,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1e+06,0,0,0,0,0,0,1e+06,1e+06,258.996970583498,11,258.996970583498,259,3,0,2,1,1,0,1,0,60,0,1,1,1,1,2401,13.8155105579643,0,0,3600,216000
8579,4660979,1,1,1,BOGOTA,7,3,0,26,1,1,6,3,1,39,48,1,48,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,869066.666666667,0,0,0,0,0,0,869066.666666667,869066.666666667,355.447778638242,11,355.447778638242,355,7,0,1,1,1,0,1,0,48,1,0,0,0,5,676,13.6751751178374,1,26,2304,110592
8580,4660980,1,1,1,BOGOTA,7,3,0,31,1,1,4,9,1,16,36,1,48,6,1,2,0,2,2,0,0,0,1,0,0,0,0,160000,0,1,1021786.33333333,0,0,0,0,0,0,1021786.33333333,1021786.33333333,513.256863282753,11,513.256863282753,513,5,0,1,1,1,0,1,0,48,1,0,0,0,4,961,13.8370629606997,1,31,2304,110592
8581,4660981,1,1,1,BOGOTA,7,3,1,25,1,1,5,11,1,58,12,1,60,4,1,2,0,2,2,0,0,0,1,0,0,0,0,0,1300000,1,1313333.33333333,0,0,0,0,0,0,1313333.33333333,1313333.33333333,352.971590592347,11,352.971590592347,353,6,1,1,1,1,0,1,0,60,1,0,0,0,3,625,14.088078992606,0,0,3600,216000
8582,4660983,1,1,1,BOGOTA,7,2,1,39,1,1,5,11,1,61,144,4,48,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1500000,0,0,0,0,0,0,1500000,1500000,322.25350752801,11,322.25350752801,322,6,1,2,1,1,0,1,0,48,0,1,1,1,1,1521,14.2209756660724,0,0,2304,110592
8583,4660984,1,1,1,BOGOTA,7,3,0,46,1,1,3,5,1,55,12,4,24,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,4e+05,0,0,0,0,0,0,4e+05,4e+05,201.846198796041,11,201.846198796041,202,4,0,2,1,1,0,1,0,24,0,1,1,1,1,2116,12.8992198260901,1,46,576,13824
8584,4660984,1,2,1,BOGOTA,7,3,1,46,2,1,3,5,1,97,24,4,25,1,2,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,5e+05,0,0,0,0,0,0,5e+05,5e+05,201.846198796041,11,201.846198796041,202,4,0,2,1,1,0,1,0,25,0,1,1,1,1,2116,13.1223633774043,0,0,625,15625
8585,4660984,1,3,1,BOGOTA,7,3,0,23,3,1,5,11,1,45,12,1,48,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,4e+05,0,0,0,0,0,0,4e+05,4e+05,201.846198796041,11,201.846198796041,202,6,1,2,1,1,0,1,0,48,0,1,0,1,2,529,12.8992198260901,1,23,2304,110592
8586,4660985,1,2,1,BOGOTA,7,2,1,32,3,1,5,11,1,85,36,1,48,8,1,2,0,2,2,0,0,0,1,0,0,0,0,120000,0,1,1163211,0,0,0,0,0,0,1163211,1163211,263.282364924715,11,263.282364924715,263,6,1,1,1,1,0,1,0,48,1,0,0,0,5,1024,13.9666948423879,0,0,2304,110592
8587,4660986,1,1,1,BOGOTA,7,2,1,50,1,1,4,6,1,83,48,1,48,7,1,2,0,2,2,0,0,0,1,0,0,0,0,1e+06,0,1,1083333.33333333,0,0,0,0,0,0,1083333.33333333,1083333.33333333,234.510822496742,11,234.510822496742,235,5,0,1,1,1,0,1,0,48,1,0,0,0,4,2500,13.8955532656378,0,0,2304,110592
8588,4660987,1,1,1,BOGOTA,7,2,1,43,1,1,6,2,1,83,36,1,48,3,1,2,0,1,2,0,0,0,1,0,0,0,0,0,1800000,1,1225000,0,0,0,0,0,0,1225000,1225000,331.15012460016,11,331.15012460016,331,7,0,1,1,1,0,1,0,48,1,0,0,1,2,1849,14.018451401961,0,0,2304,110592
8590,4660988,1,2,1,BOGOTA,7,2,1,47,2,1,6,3,1,39,132,1,48,8,1,2,0,2,2,0,0,0,1,0,0,0,0,130000,0,1,1365877.66666667,0,0,0,0,0,0,1365877.66666667,1365877.66666667,234.442154052085,11,234.442154052085,234,7,0,1,1,1,0,1,0,48,1,0,0,0,5,2209,14.1273077592216,0,0,2304,110592
8592,4660989,1,2,1,BOGOTA,7,2,0,54,2,1,6,6,1,11,120,4,30,1,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1e+06,0,0,0,0,0,0,1e+06,1e+06,214.558100672183,11,214.558100672183,215,7,0,1,1,1,0,1,0,30,1,0,1,1,1,2916,13.8155105579643,1,54,900,27000
8593,4660990,1,1,1,BOGOTA,7,3,1,36,1,1,6,0,1,3,4,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,2e+05,3e+06,0,1,1293700,0,16666.6666666667,0,0,0,0,1310366.66666667,1310366.66666667,254.152243595481,11,254.152243595481,254,7,0,1,1,1,0,1,0,48,1,0,0,0,5,1296,14.085817554232,0,0,2304,110592
8594,4660991,1,1,1,BOGOTA,7,2,0,66,1,1,3,5,4,59,6,3,8,2,2,1,160000,2,2,0,0,0,2,0,0,0,0,0,0,1,180000,160000,0,0,0,0,0,380000,380000,232.034634450847,11,232.034634450847,232,4,0,2,1,1,0,1,0,16,0,1,0,1,2,4356,12.8479265317026,1,66,256,4096
8596,4660993,1,1,1,BOGOTA,7,2,1,54,1,1,5,11,1,2,16,1,60,4,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,893333.333333333,0,0,0,0,0,0,893333.333333333,893333.333333333,322.25350752801,11,322.25350752801,322,6,1,1,1,1,0,1,0,60,1,0,0,0,3,2916,13.7027150638189,0,0,3600,216000
8598,4660994,1,1,1,BOGOTA,7,2,0,20,1,1,6,0,1,58,4,1,48,7,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1158333.33333333,0,0,0,0,0,0,1158333.33333333,1158333.33333333,225.910348577039,11,225.910348577039,226,7,0,1,1,1,0,1,0,48,1,0,0,0,4,400,13.9624927483129,1,20,2304,110592
8600,4660995,1,3,1,BOGOTA,7,4,0,40,3,1,6,7,1,21,12,1,48,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,2500000,0,0,0,0,0,0,2500000,2500000,225.634762637781,11,225.634762637781,226,7,0,1,1,1,0,1,0,48,1,0,0,0,5,1600,14.7318012898384,1,40,2304,110592
8601,4660996,1,1,1,BOGOTA,7,2,1,25,1,1,6,5,1,40,20,1,48,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1718211,0,0,0,0,0,0,1718211,1718211,322.020003270926,11,322.020003270926,322,7,0,1,1,1,0,1,0,48,1,0,0,0,5,625,14.3567941912143,0,0,2304,110592
8602,4660997,1,3,1,BOGOTA,7,2,1,19,3,1,5,10,1,97,0,1,48,7,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,869453,0,0,0,0,0,0,869453,869453,250.100353511348,11,250.100353511348,250,6,1,1,1,1,0,1,0,48,1,0,0,0,4,361,13.6756195572614,0,0,2304,110592
8604,4660998,1,3,1,BOGOTA,7,2,0,20,5,1,5,11,6,39,24,1,48,7,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,888211,0,0,0,0,0,0,888211,888211,151.292171034998,11,151.292171034998,151,6,1,1,1,1,0,1,0,48,1,0,0,0,4,400,13.6969646063615,1,20,2304,110592
8605,4660999,1,3,1,BOGOTA,7,3,1,26,3,1,6,7,1,8,24,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,5e+05,0,1,4333333.33333333,0,0,0,0,0,0,4333333.33333333,4333333.33333333,214.028453262652,11,214.028453262652,214,7,0,1,1,1,0,1,0,48,1,0,0,0,5,676,15.2818476267577,0,0,2304,110592
8606,4661000,1,1,1,BOGOTA,7,2,0,42,1,1,4,6,1,53,24,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,844575.333333333,0,0,0,0,0,0,1034575.33333333,1034575.33333333,252.576541557243,11,252.576541557243,253,5,0,1,1,1,0,1,0,48,1,0,0,0,5,1764,13.849501594525,1,42,2304,110592
8607,4661003,1,1,1,BOGOTA,7,2,1,80,1,1,4,7,4,41,240,4,28,1,3,2,0,1,1,0,687492,0,2,0,0,0,0,0,0,1,3e+05,0,0,687492,0,0,0,987492,987492,189.769779883686,11,189.769779883686,190,5,0,3,1,1,0,1,0,28,1,0,1,1,1,6400,13.8029236744588,0,0,784,21952
8608,4661003,1,2,1,BOGOTA,7,2,1,46,3,1,6,7,2,3,1,4,16,1,1,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,860000,0,0,0,0,0,0,860000,860000,189.769779883686,11,189.769779883686,190,7,0,1,1,1,0,1,0,16,1,0,1,1,1,2116,13.6646876682297,0,0,256,4096
8609,4661004,1,1,1,BOGOTA,7,2,1,34,1,1,5,11,1,45,48,1,48,3,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1014557,267.893587655648,11,267.893587655648,268,6,1,2,1,1,0,1,0,48,0,1,0,1,2,1156,13.8299626219826,0,0,2304,110592
