ingtot,sex,age,logIng,female,fitValues,age2,numfem,agefem,oficio
1500000,1,38,14.2209756660724,0,14.0231906565723,1444,0,0,98
4e+05,0,28,12.8992198260901,1,13.8202984369853,784,1,28,18
5e+05,0,66,13.1223633774043,1,13.8202984369853,4356,1,66,54
869453,0,37,13.6756195572614,1,13.8202984369853,1369,1,37,34
987492,1,63,13.8029236744588,0,14.0231906565723,3969,0,0,41
1200000,1,38,13.9978321147582,0,14.0231906565723,1444,0,0,84
480000,0,48,13.0815413828841,1,13.8202984369853,2304,1,48,55
4e+05,1,58,12.8992198260901,0,14.0231906565723,3364,0,0,45
1358211,0,29,14.1216789505835,1,13.8202984369853,841,1,29,33
1438211,0,26,14.1789105380707,1,13.8202984369853,676,1,26,3
1210667,1,32,14.0066820053656,0,14.0231906565723,1024,0,0,59
1100000,0,43,13.9108207377686,1,13.8202984369853,1849,1,43,33
2e+05,1,59,12.2060726455302,0,14.0231906565723,3481,0,0,95
1270000,0,52,14.0545274584348,1,13.8202984369853,2704,1,52,53
1154583.33333333,1,24,13.9592500864912,0,14.0231906565723,576,0,0,37
1080929.41666667,1,37,13.8933318000092,0,14.0231906565723,1369,0,0,58
1377444.33333333,0,36,14.1357404078194,1,13.8202984369853,1296,1,36,97
1e+06,1,32,13.8155105579643,0,14.0231906565723,1024,0,0,98
8116544.33333333,1,25,15.9094150468426,0,14.0231906565723,625,0,0,21
1200000,1,50,13.9978321147582,0,14.0231906565723,2500,0,0,97
2e+06,1,35,14.5086577385242,0,14.0231906565723,1225,0,0,3
980929.416666667,1,46,13.7962557855682,0,14.0231906565723,2116,0,0,87
869453,0,20,13.6756195572614,1,13.8202984369853,400,1,20,34
1292000,1,51,14.0717019633247,0,14.0231906565723,2601,0,0,53
850000,0,66,13.6529916284665,1,13.8202984369853,4356,1,66,41
2366044.33333333,1,36,14.6767300610175,0,14.0231906565723,1296,0,0,58
1300000,0,32,14.0778748224318,1,13.8202984369853,1024,1,32,13
2931877.66666667,1,32,14.8911536176075,0,14.0231906565723,1024,0,0,58
2100000,1,69,14.5574479026937,0,14.0231906565723,4761,0,0,41
6e+05,0,68,13.3046849341983,1,13.8202984369853,4624,1,68,41
931953,1,40,13.7450376632116,0,14.0231906565723,1600,0,0,37
937500,0,40,13.7509720368267,1,13.8202984369853,1600,1,40,45
958211,0,28,13.7728232832233,1,13.8202984369853,784,1,28,59
1300000,1,34,14.0778748224318,0,14.0231906565723,1156,0,0,85
1e+05,0,51,11.5129254649702,1,13.8202984369853,2601,1,51,41
9e+05,1,54,13.7101500423064,0,14.0231906565723,2916,0,0,84
4e+05,1,22,12.8992198260901,0,14.0231906565723,484,0,0,97
1413333.33333333,1,28,14.16146153854,0,14.0231906565723,784,0,0,45
1784877.66666667,1,38,14.394860436767,0,14.0231906565723,1444,0,0,3
1500000,0,33,14.2209756660724,1,13.8202984369853,1089,1,33,33
1300000,1,24,14.0778748224318,0,14.0231906565723,576,0,0,41
10366666.6666667,0,44,16.1541060884814,1,13.8202984369853,1936,1,44,21
3108333.33333333,1,48,14.949597234826,0,14.0231906565723,2304,0,0,21
350000,0,58,12.7656884334656,1,13.8202984369853,3364,1,58,55
4e+05,1,21,12.8992198260901,0,14.0231906565723,441,0,0,77
1e+05,0,19,11.5129254649702,1,13.8202984369853,361,1,19,55
985619.666666667,0,35,13.8010258255666,1,13.8202984369853,1225,1,35,55
1054877.66666667,1,22,13.8689353624027,0,14.0231906565723,484,0,0,97
931119.666666667,1,44,13.744143083624,0,14.0231906565723,1936,0,0,98
4750000,0,39,15.3736551760108,1,13.8202984369853,1521,1,39,35
646000,1,19,13.3785547827647,0,14.0231906565723,361,0,0,53
1800000,1,52,14.4032972228664,0,14.0231906565723,2704,0,0,98
926119.666666667,1,25,13.7387587349405,0,14.0231906565723,625,0,0,39
1021242,0,48,13.8365300915883,1,13.8202984369853,2304,1,48,53
1200000,1,57,13.9978321147582,0,14.0231906565723,3249,0,0,11
1279877.66666667,0,55,14.0622750584118,1,13.8202984369853,3025,1,55,33
6500000,1,44,15.6873127348659,0,14.0231906565723,1936,0,0,5
4500000,0,30,15.3195879547405,1,13.8202984369853,900,1,30,5
1080000,0,36,13.8924715991004,1,13.8202984369853,1296,1,36,41
780000,1,37,13.5670491986658,0,14.0231906565723,1369,0,0,83
1266211,0,38,14.0515395344656,1,13.8202984369853,1444,1,38,13
2e+06,1,49,14.5086577385242,0,14.0231906565723,2401,0,0,98
1221200,1,40,14.0153445398429,0,14.0231906565723,1600,0,0,97
869453,1,19,13.6756195572614,0,14.0231906565723,361,0,0,55
5e+06,0,31,15.4249484703984,1,13.8202984369853,961,1,31,2
1e+05,1,60,11.5129254649702,0,14.0231906565723,3600,0,0,88
1040461,0,58,13.8551744421335,1,13.8202984369853,3364,1,58,2
1883333,0,24,14.4485536374633,1,13.8202984369853,576,1,24,44
869453,1,22,13.6756195572614,0,14.0231906565723,484,0,0,39
1540000,1,30,14.2472929743898,0,14.0231906565723,900,0,0,53
1204000,0,27,14.0011599048509,1,13.8202984369853,729,1,27,53
1200000,1,28,13.9978321147582,0,14.0231906565723,784,0,0,97
1060000,1,22,13.8737794660882,0,14.0231906565723,484,0,0,53
1290000,1,19,14.0701527763379,0,14.0231906565723,361,0,0,45
6e+05,1,52,13.3046849341983,0,14.0231906565723,2704,0,0,97
1500000,1,41,14.2209756660724,0,14.0231906565723,1681,0,0,21
2779166.66666667,0,30,14.8376616805379,1,13.8202984369853,900,1,30,11
1250000,0,24,14.0386541092785,1,13.8202984369853,576,1,24,3
4391667,1,52,15.2952194396249,0,14.0231906565723,2704,0,0,8
1200000,0,47,13.9978321147582,1,13.8202984369853,2209,1,47,6
2841666.66666667,0,48,14.8599012924657,1,13.8202984369853,2304,1,48,21
917377.666666667,1,49,13.7292745166879,0,14.0231906565723,2401,0,0,80
1.5e+07,0,26,16.5235607590665,1,13.8202984369853,676,1,26,16
790000,0,32,13.5797882244432,1,13.8202984369853,1024,1,32,45
1064620,0,29,13.878128485943,1,13.8202984369853,841,1,29,32
5416666.66666667,1,45,15.5049911780719,0,14.0231906565723,2025,0,0,21
2e+06,1,50,14.5086577385242,0,14.0231906565723,2500,0,0,98
4e+05,0,58,12.8992198260901,1,13.8202984369853,3364,1,58,79
2608333.33333333,1,24,14.7742220057224,0,14.0231906565723,576,0,0,87
1897666.66666667,1,37,14.4561356192651,0,14.0231906565723,1369,0,0,13
3e+06,1,34,14.9141228466324,0,14.0231906565723,1156,0,0,8
961953,0,32,13.7767208719055,1,13.8202984369853,1024,1,32,36
1388211,1,31,14.1435264257865,0,14.0231906565723,961,0,0,58
1321544.33333333,1,56,14.0943115601999,0,14.0231906565723,3136,0,0,59
1538211,0,56,14.2461306107952,1,13.8202984369853,3136,1,56,32
781242,1,27,13.5686402399803,0,14.0231906565723,729,0,0,18
2262492,1,57,14.6319774186384,0,14.0231906565723,3249,0,0,97
1558140,1,28,14.2590033601691,0,14.0231906565723,784,0,0,11
3e+05,1,45,12.6115377536383,0,14.0231906565723,2025,0,0,45
993953,1,47,13.8094452008186,0,14.0231906565723,2209,0,0,95
930929.416666667,0,37,13.7439387388488,1,13.8202984369853,1369,1,37,55
1e+06,1,55,13.8155105579643,0,14.0231906565723,3025,0,0,41
225000,0,54,12.3238556811866,1,13.8202984369853,2916,1,54,41
901119.666666667,0,30,13.7113933431616,1,13.8202984369853,900,1,30,13
959453,0,26,13.7741186093844,1,13.8202984369853,676,1,26,42
8e+05,1,52,13.5923670066501,0,14.0231906565723,2704,0,0,3
1873666.66666667,0,47,14.4434078533161,1,13.8202984369853,2209,1,47,44
540000,1,49,13.1993244185405,0,14.0231906565723,2401,0,0,2
1800000,1,55,14.4032972228664,0,14.0231906565723,3025,0,0,39
4e+05,0,43,12.8992198260901,1,13.8202984369853,1849,1,43,54
842718,0,22,13.6443876614469,1,13.8202984369853,484,1,22,38
3e+05,0,45,12.6115377536383,1,13.8202984369853,2025,1,45,45
7e+05,1,46,13.4588356140255,0,14.0231906565723,2116,0,0,81
1390000,1,32,14.1448143051069,0,14.0231906565723,1024,0,0,83
1700000,1,63,14.3461388090264,0,14.0231906565723,3969,0,0,98
3917000,1,58,15.180836612648,0,14.0231906565723,3364,0,0,39
75000,0,54,11.2252433925184,1,13.8202984369853,2916,1,54,7
490000,0,28,13.1021606700868,1,13.8202984369853,784,1,28,95
1e+06,1,70,13.8155105579643,0,14.0231906565723,4900,0,0,79
3e+06,1,58,14.9141228466324,0,14.0231906565723,3364,0,0,21
1e+06,0,55,13.8155105579643,1,13.8202984369853,3025,1,55,59
1764867,1,31,14.3835858914026,0,14.0231906565723,961,0,0,9
1287492,0,49,14.0682066979085,1,13.8202984369853,2401,1,49,45
1713211,1,24,14.3538799454359,0,14.0231906565723,576,0,0,13
1925000,1,52,14.470436525704,0,14.0231906565723,2704,0,0,16
3826666.66666667,0,49,15.1575046601876,1,13.8202984369853,2401,1,49,7
1160919.66666667,1,26,13.9647230650618,0,14.0231906565723,676,0,0,98
1085011,1,40,13.8971006831542,0,14.0231906565723,1600,0,0,53
870000,1,60,13.6762484906308,0,14.0231906565723,3600,0,0,21
2e+05,0,57,12.2060726455302,1,13.8202984369853,3249,1,57,45
5650000,0,29,15.5471661031226,1,13.8202984369853,841,1,29,8
1530000,1,43,14.2407782933686,0,14.0231906565723,1849,0,0,21
1024877.66666667,1,57,13.8400838138384,0,14.0231906565723,3249,0,0,97
8e+06,1,46,15.8949520996441,0,14.0231906565723,2116,0,0,41
7291666.66666667,1,55,15.8022427015398,0,14.0231906565723,3025,0,0,6
120000,1,39,11.6952470217642,0,14.0231906565723,1521,0,0,99
5e+05,0,49,13.1223633774043,1,13.8202984369853,2401,1,49,55
590000,0,27,13.2878778158819,1,13.8202984369853,729,1,27,53
1115775,1,30,13.9250597886936,0,14.0231906565723,900,0,0,58
1200000,1,51,13.9978321147582,0,14.0231906565723,2601,0,0,98
1500000,1,26,14.2209756660724,0,14.0231906565723,676,0,0,17
642000,1,41,13.3723435826721,0,14.0231906565723,1681,0,0,95
1500000,1,60,14.2209756660724,0,14.0231906565723,3600,0,0,15
4393333.33333333,0,49,15.2955987983705,1,13.8202984369853,2401,1,49,43
450000,0,48,13.0170028617465,1,13.8202984369853,2304,1,48,45
0,1,94,0,0,14.0231906565723,8836,0,0,16
250000,1,30,12.4292161968444,0,14.0231906565723,900,0,0,53
4500000,0,42,15.3195879547405,1,13.8202984369853,1764,1,42,11
5e+05,0,42,13.1223633774043,1,13.8202984369853,1764,1,42,16
2959000,1,30,14.9003619313823,0,14.0231906565723,900,0,0,84
1813211,0,29,14.410609864653,1,13.8202984369853,841,1,29,3
4e+06,0,45,15.2018049190842,1,13.8202984369853,2025,1,45,16
11483333.3333333,1,46,16.2564072667558,0,14.0231906565723,2116,0,0,21
286666.666666667,1,67,12.5660753795616,0,14.0231906565723,4489,0,0,95
480000,1,40,13.0815413828841,0,14.0231906565723,1600,0,0,98
1100000,0,47,13.9108207377686,1,13.8202984369853,2209,1,47,79
1e+06,1,23,13.8155105579643,0,14.0231906565723,529,0,0,98
4e+05,0,19,12.8992198260901,1,13.8202984369853,361,1,19,39
9250000,1,61,16.0401341094886,0,14.0231906565723,3721,0,0,6
2400000,0,49,14.6909792953182,1,13.8202984369853,2401,1,49,41
2200000,0,28,14.6039679183285,1,13.8202984369853,784,1,28,41
2010000,1,38,14.5136452800353,0,14.0231906565723,1444,0,0,58
930000,0,23,13.7429398651294,1,13.8202984369853,529,1,23,53
4e+05,0,41,12.8992198260901,1,13.8202984369853,1681,1,41,79
1683544.33333333,1,52,14.3364118512629,0,14.0231906565723,2704,0,0,83
1150000,1,69,13.9552725003394,0,14.0231906565723,4761,0,0,98
1847044.33333333,0,47,14.4290972617809,1,13.8202984369853,2209,1,47,32
7e+05,1,24,13.4588356140255,0,14.0231906565723,576,0,0,33
954877.666666667,0,21,13.7693385135264,1,13.8202984369853,441,1,21,33
4850000,1,51,15.3944892629137,0,14.0231906565723,2601,0,0,41
4e+06,0,46,15.2018049190842,1,13.8202984369853,2116,1,46,21
1471544.33333333,0,37,14.2018229741891,1,13.8202984369853,1369,1,37,58
1500000,1,50,14.2209756660724,0,14.0231906565723,2500,0,0,21
8e+05,1,31,13.5923670066501,0,14.0231906565723,961,0,0,41
1358211,1,38,14.1216789505835,0,14.0231906565723,1444,0,0,79
2009877.66666667,1,26,14.5135844158282,0,14.0231906565723,676,0,0,3
1700000,0,25,14.3461388090264,1,13.8202984369853,625,1,25,21
3e+06,1,62,14.9141228466324,0,14.0231906565723,3844,0,0,95
8300000,0,63,15.9317660727668,1,13.8202984369853,3969,1,63,21
5608333,0,28,15.5397640853916,1,13.8202984369853,784,1,28,2
4275000,1,50,15.268294660353,0,14.0231906565723,2500,0,0,44
2e+06,0,35,14.5086577385242,1,13.8202984369853,1225,1,35,21
1650000,0,69,14.3162858458768,1,13.8202984369853,4761,1,69,79
1419877.66666667,1,43,14.1660812756316,0,14.0231906565723,1849,0,0,98
1250000,0,40,14.0386541092785,1,13.8202984369853,1600,1,40,53
1945000,1,21,14.4807725350347,0,14.0231906565723,441,0,0,21
1600000,1,20,14.28551418721,0,14.0231906565723,400,0,0,59
1350000,0,39,14.1156151504146,1,13.8202984369853,1521,1,39,57
1972544.33333333,1,46,14.4948348071572,0,14.0231906565723,2116,0,0,58
820000,1,19,13.6170596192404,0,14.0231906565723,361,0,0,95
1040640,0,40,13.8553464664615,1,13.8202984369853,1600,1,40,95
8500000,1,61,15.9555767214605,0,14.0231906565723,3721,0,0,33
3824000,0,36,15.1568075531534,1,13.8202984369853,1296,1,36,6
2106666.66666667,0,22,14.5606174774549,1,13.8202984369853,484,1,22,54
3e+06,1,57,14.9141228466324,0,14.0231906565723,3249,0,0,6
2166666.66666667,0,54,14.5887004461978,1,13.8202984369853,2916,1,54,6
4250000,1,26,15.2624295409006,0,14.0231906565723,676,0,0,8
1e+06,1,37,13.8155105579643,0,14.0231906565723,1369,0,0,81
1008211,0,36,13.8236880311048,1,13.8202984369853,1296,1,36,45
1e+07,0,51,16.1180956509583,1,13.8202984369853,2601,1,51,12
1600000,1,67,14.28551418721,0,14.0231906565723,4489,0,0,95
250000,0,52,12.4292161968444,1,13.8202984369853,2704,1,52,54
960000,0,29,13.774688563444,1,13.8202984369853,841,1,29,45
1985000.33333333,1,43,14.5011296400295,0,14.0231906565723,1849,0,0,98
4e+06,1,47,15.2018049190842,0,14.0231906565723,2209,0,0,21
23333333.3333333,0,43,16.9653935113455,1,13.8202984369853,1849,1,43,21
1e+06,1,63,13.8155105579643,0,14.0231906565723,3969,0,0,41
3575000,0,34,15.0894757341102,1,13.8202984369853,1156,1,34,11
1600000,1,35,14.28551418721,0,14.0231906565723,1225,0,0,9
6e+05,1,65,13.3046849341983,0,14.0231906565723,4225,0,0,41
937500,0,65,13.7509720368267,1,13.8202984369853,4225,1,65,45
9e+05,1,50,13.7101500423064,0,14.0231906565723,2500,0,0,95
2e+05,0,50,12.2060726455302,1,13.8202984369853,2500,1,50,45
1069453,1,37,13.8826578607699,0,14.0231906565723,1369,0,0,53
869453,1,33,13.6756195572614,0,14.0231906565723,1089,0,0,45
2500000,1,53,14.7318012898384,0,14.0231906565723,2809,0,0,95
8e+05,0,55,13.5923670066501,1,13.8202984369853,3025,1,55,55
869453,0,35,13.6756195572614,1,13.8202984369853,1225,1,35,55
750000,1,43,13.5278284855125,0,14.0231906565723,1849,0,0,84
6e+05,0,39,13.3046849341983,1,13.8202984369853,1521,1,39,55
1581953,1,44,14.2741707176396,0,14.0231906565723,1936,0,0,95
1170929.41666667,0,34,13.9733083646459,1,13.8202984369853,1156,1,34,33
869453,0,23,13.6756195572614,1,13.8202984369853,529,1,23,97
898619.666666667,0,50,13.7086151612753,1,13.8202984369853,2500,1,50,55
1169377.66666667,1,26,13.9719822564283,0,14.0231906565723,676,0,0,33
8e+05,0,20,13.5923670066501,1,13.8202984369853,400,1,20,54
960929.416666667,0,54,13.7756562374576,1,13.8202984369853,2916,1,54,55
6e+05,1,38,13.3046849341983,0,14.0231906565723,1444,0,0,97
8e+05,0,39,13.5923670066501,1,13.8202984369853,1521,1,39,57
1514140,1,23,14.2303581789818,0,14.0231906565723,529,0,0,95
1150000,0,35,13.9552725003394,1,13.8202984369853,1225,1,35,53
1080929.41666667,1,28,13.8933318000092,0,14.0231906565723,784,0,0,85
1169453,0,27,13.9720466760842,1,13.8202984369853,729,1,27,39
930929.416666667,1,43,13.7439387388488,0,14.0231906565723,1849,0,0,83
930929.416666667,0,37,13.7439387388488,1,13.8202984369853,1369,1,37,97
1051119.66666667,0,56,13.8653665031936,1,13.8202984369853,3136,1,56,54
1500000,1,53,14.2209756660724,0,14.0231906565723,2809,0,0,85
7e+05,1,31,13.4588356140255,0,14.0231906565723,961,0,0,85
3683333.33333333,0,38,15.1193286972599,1,13.8202984369853,1444,1,38,6
7e+05,1,26,13.4588356140255,0,14.0231906565723,676,0,0,45
780000,0,31,13.5670491986658,1,13.8202984369853,961,1,31,55
1021544.33333333,1,25,13.8368260925265,0,14.0231906565723,625,0,0,38
842718.416666667,1,40,13.6443881558787,0,14.0231906565723,1600,0,0,97
4333333.33333333,1,30,15.2818476267577,0,14.0231906565723,900,0,0,12
1500000,1,42,14.2209756660724,0,14.0231906565723,1764,0,0,95
1156000,0,39,13.9604763282145,1,13.8202984369853,1521,1,39,53
902786,1,55,13.7132408164947,0,14.0231906565723,3025,0,0,62
1331953,0,47,14.1021568441746,1,13.8202984369853,2209,1,47,62
1736120.33333333,1,19,14.3671634882364,0,14.0231906565723,361,0,0,62
1140000,1,38,13.9465388203707,0,14.0231906565723,1444,0,0,95
869453,0,41,13.6756195572614,1,13.8202984369853,1681,1,41,55
2166666.66666667,1,42,14.5887004461978,0,14.0231906565723,1764,0,0,2
6291666.66666667,0,40,15.6547365644313,1,13.8202984369853,1600,1,40,21
1137718.41666667,1,29,13.9445354260268,0,14.0231906565723,841,0,0,39
1089166.66666667,0,21,13.9009234358124,1,13.8202984369853,441,1,21,54
1430929.41666667,0,55,14.1738347328404,1,13.8202984369853,3025,1,55,55
1500000,0,50,14.2209756660724,1,13.8202984369853,2500,1,50,45
5100000,0,41,15.4447510976946,1,13.8202984369853,1681,1,41,12
5168333.33333333,1,40,15.4580608218486,0,14.0231906565723,1600,0,0,8
1528211,1,36,14.2396083281804,0,14.0231906565723,1296,0,0,37
4500000,1,61,15.3195879547405,0,14.0231906565723,3721,0,0,6
1221453,1,34,14.0155516916576,0,14.0231906565723,1156,0,0,98
1158544.33333333,0,33,13.9626748899975,1,13.8202984369853,1089,1,33,55
1094211,1,37,13.9055441135681,0,14.0231906565723,1369,0,0,58
1036666.66666667,0,46,13.8515209954873,1,13.8202984369853,2116,1,46,54
1950000,0,50,14.4833399305399,1,13.8202984369853,2500,1,50,41
936119.666666667,0,23,13.7494985962906,1,13.8202984369853,529,1,23,39
869453,0,21,13.6756195572614,1,13.8202984369853,441,1,21,39
1200929.41666667,0,52,13.998606328866,1,13.8202984369853,2704,1,52,54
8e+05,1,38,13.5923670066501,0,14.0231906565723,1444,0,0,95
750000,0,35,13.5278284855125,1,13.8202984369853,1225,1,35,53
956786.333333333,0,30,13.771335378353,1,13.8202984369853,900,1,30,32
923619.666666667,1,28,13.736055649725,0,14.0231906565723,784,0,0,98
1e+06,1,54,13.8155105579643,0,14.0231906565723,2916,0,0,41
2500000,1,26,14.7318012898384,0,14.0231906565723,676,0,0,41
250000,1,37,12.4292161968444,0,14.0231906565723,1369,0,0,41
1e+06,0,32,13.8155105579643,1,13.8202984369853,1024,1,32,45
1231544.33333333,1,40,14.0237794953534,0,14.0231906565723,1600,0,0,85
1273211,0,41,14.0570526140009,1,13.8202984369853,1681,1,41,32
970000,1,61,13.7850513504796,0,14.0231906565723,3721,0,0,45
6e+05,0,53,13.3046849341983,1,13.8202984369853,2809,1,53,45
1002786.33333333,0,25,13.8182930166666,1,13.8202984369853,625,1,25,38
1500000,1,39,14.2209756660724,0,14.0231906565723,1521,0,0,21
1e+06,1,59,13.8155105579643,0,14.0231906565723,3481,0,0,84
391666.666666667,0,54,12.8781664168923,1,13.8202984369853,2916,1,54,54
1154877.66666667,1,36,13.9595049800226,0,14.0231906565723,1296,0,0,85
1338211,0,25,14.1068442052941,1,13.8202984369853,625,1,25,2
1100000,1,23,13.9108207377686,0,14.0231906565723,529,0,0,95
0,1,66,0,0,14.0231906565723,4356,0,0,41
2e+06,1,33,14.5086577385242,0,14.0231906565723,1089,0,0,11
2505000,1,41,14.7337992925011,0,14.0231906565723,1681,0,0,95
979119.666666667,0,36,13.7944091476144,1,13.8202984369853,1296,1,36,39
1485666.66666667,1,26,14.2113741632606,0,14.0231906565723,676,0,0,77
1e+06,1,22,13.8155105579643,0,14.0231906565723,484,0,0,77
8e+05,0,37,13.5923670066501,1,13.8202984369853,1369,1,37,45
650000,0,21,13.3847276418718,1,13.8202984369853,441,1,21,45
5e+05,1,35,13.1223633774043,0,14.0231906565723,1225,0,0,80
3700000,1,48,15.1238433776145,0,14.0231906565723,2304,0,0,98
7e+05,1,31,13.4588356140255,0,14.0231906565723,961,0,0,18
1202377.66666667,1,29,13.9998115432852,0,14.0231906565723,841,0,0,83
1800000,1,23,14.4032972228664,0,14.0231906565723,529,0,0,15
2600000,0,44,14.7710220029917,1,13.8202984369853,1936,1,44,39
9e+05,1,46,13.7101500423064,0,14.0231906565723,2116,0,0,45
9e+05,1,22,13.7101500423064,0,14.0231906565723,484,0,0,3
850000,1,24,13.6529916284665,0,14.0231906565723,576,0,0,98
1091666.66666667,0,31,13.9032161383834,1,13.8202984369853,961,1,31,54
957786.333333333,1,29,13.7723799979784,0,14.0231906565723,841,0,0,77
3078211,0,31,14.9398591420386,1,13.8202984369853,961,1,31,11
869453,1,26,13.6756195572614,0,14.0231906565723,676,0,0,98
1381544.33333333,0,28,14.1387125135534,1,13.8202984369853,784,1,28,38
896119.666666667,1,27,13.7058292395868,0,14.0231906565723,729,0,0,99
7e+05,1,33,13.4588356140255,0,14.0231906565723,1089,0,0,98
4550000,1,44,15.3306377909271,0,14.0231906565723,1936,0,0,4
781242,1,31,13.5686402399803,0,14.0231906565723,961,0,0,95
956500,1,31,13.7710360678624,0,14.0231906565723,961,0,0,58
3800000,1,58,15.1505116246966,0,14.0231906565723,3364,0,0,84
2333333.66666667,0,25,14.6628085612086,1,13.8202984369853,625,1,25,7
2900000,0,27,14.8802212949567,1,13.8202984369853,729,1,27,12
3100000,1,28,14.9469126694554,0,14.0231906565723,784,0,0,12
8e+05,1,78,13.5923670066501,0,14.0231906565723,6084,0,0,80
1104877.66666667,1,51,13.9152451779064,0,14.0231906565723,2601,0,0,39
2568298,1,28,14.7587539806732,0,14.0231906565723,784,0,0,58
1390044.33333333,0,25,14.1448461990827,1,13.8202984369853,625,1,25,39
1084877.66666667,1,23,13.896977788984,0,14.0231906565723,529,0,0,33
4091666.66666667,1,34,15.2244629429767,0,14.0231906565723,1156,0,0,8
8e+05,0,33,13.5923670066501,1,13.8202984369853,1089,1,33,41
1562500,0,43,14.2617976605927,1,13.8202984369853,1849,1,43,45
1250000,1,42,14.0386541092785,0,14.0231906565723,1764,0,0,95
1311666.66666667,1,41,14.0868091511655,0,14.0231906565723,1681,0,0,50
1219000,0,41,14.0135414084634,1,13.8202984369853,1681,1,41,34
1017211,1,49,13.8325751264708,0,14.0231906565723,2401,0,0,95
931453,0,43,13.7445010114975,1,13.8202984369853,1849,1,43,80
4300000,0,39,15.2741255806638,1,13.8202984369853,1521,1,39,40
1873800,0,30,14.4434790124992,1,13.8202984369853,900,1,30,16
1287492,0,65,14.0682066979085,1,13.8202984369853,4225,1,65,53
1444333,1,66,14.1831581812669,0,14.0231906565723,4356,0,0,40
1296000,1,19,14.0747931558944,0,14.0231906565723,361,0,0,59
1e+06,1,40,13.8155105579643,0,14.0231906565723,1600,0,0,95
1019000,1,48,13.8343323122049,0,14.0231906565723,2304,0,0,90
960953,0,42,13.7756807793683,1,13.8202984369853,1764,1,42,55
1745103.5,1,53,14.3723244241807,0,14.0231906565723,2809,0,0,45
1231000,0,50,14.0233374051666,1,13.8202984369853,2500,1,50,59
1e+06,1,57,13.8155105579643,0,14.0231906565723,3249,0,0,98
918000,0,26,13.7299526696026,1,13.8202984369853,676,1,26,19
1122666.66666667,1,35,13.9312173656762,0,14.0231906565723,1225,0,0,75
781242,0,40,13.5686402399803,1,13.8202984369853,1600,1,40,39
866667,1,37,13.6724100989389,0,14.0231906565723,1369,0,0,98
1591544.33333333,0,39,14.2802153816363,1,13.8202984369853,1521,1,39,97
8e+05,1,28,13.5923670066501,0,14.0231906565723,784,0,0,8
9e+05,1,25,13.7101500423064,0,14.0231906565723,625,0,0,93
8e+05,0,22,13.5923670066501,1,13.8202984369853,484,1,22,38
1288211,1,23,14.0687649921052,0,14.0231906565723,529,0,0,58
1200000,1,54,13.9978321147582,0,14.0231906565723,2916,0,0,51
927786.333333333,1,27,13.7405567410052,0,14.0231906565723,729,0,0,98
932919,0,58,13.7460736593404,1,13.8202984369853,3364,1,58,45
7e+05,1,23,13.4588356140255,0,14.0231906565723,529,0,0,53
1029045.33333333,0,22,13.8441420695633,1,13.8202984369853,484,1,22,33
1083333.33333333,1,38,13.8955532656378,0,14.0231906565723,1444,0,0,51
8e+05,1,28,13.5923670066501,0,14.0231906565723,784,0,0,51
6e+05,0,57,13.3046849341983,1,13.8202984369853,3249,1,57,55
1264877.66666667,0,27,14.0504859692751,1,13.8202984369853,729,1,27,45
888212,1,26,13.6969657322195,0,14.0231906565723,676,0,0,58
10180000,1,22,16.1359355690867,0,14.0231906565723,484,0,0,58
1013000,1,25,13.8284267832308,0,14.0231906565723,625,0,0,58
650000,0,48,13.3847276418718,1,13.8202984369853,2304,1,48,54
1016000,0,66,13.8313839071206,1,13.8202984369853,4356,1,66,54
930929.416666667,1,53,13.7439387388488,0,14.0231906565723,2809,0,0,98
1030929.41666667,0,52,13.8459712996145,1,13.8202984369853,2704,1,52,33
3e+05,1,44,12.6115377536383,0,14.0231906565723,1936,0,0,81
904877.666666667,0,42,13.7155550385911,1,13.8202984369853,1764,1,42,56
850000,0,25,13.6529916284665,1,13.8202984369853,625,1,25,53
40000,1,21,10.5966347330961,0,14.0231906565723,441,0,0,95
1e+06,1,37,13.8155105579643,0,14.0231906565723,1369,0,0,93
960929.416666667,0,29,13.7756562374576,1,13.8202984369853,841,1,29,55
750000,1,30,13.5278284855125,0,14.0231906565723,900,0,0,95
1285711,1,27,14.0668224306864,0,14.0231906565723,729,0,0,83
4e+05,0,54,12.8992198260901,1,13.8202984369853,2916,1,54,54
760000,0,48,13.5410737122625,1,13.8202984369853,2304,1,48,53
5e+05,0,32,13.1223633774043,1,13.8202984369853,1024,1,32,80
1200000,1,34,13.9978321147582,0,14.0231906565723,1156,0,0,45
1e+05,0,32,11.5129254649702,1,13.8202984369853,1024,1,32,57
1447909,0,55,14.1856310046491,1,13.8202984369853,3025,1,55,54
750000,1,33,13.5278284855125,0,14.0231906565723,1089,0,0,98
1954877.66666667,1,25,14.4858381748487,0,14.0231906565723,625,0,0,98
1203314.5,1,22,14.0005903905489,0,14.0231906565723,484,0,0,16
1150000,1,30,13.9552725003394,0,14.0231906565723,900,0,0,11
1812000,0,30,14.4099417655851,1,13.8202984369853,900,1,30,30
1400000,1,57,14.1519827945855,0,14.0231906565723,3249,0,0,45
2450000,1,62,14.7115985825209,0,14.0231906565723,3844,0,0,95
869453,1,51,13.6756195572614,0,14.0231906565723,2601,0,0,97
869453,0,56,13.6756195572614,1,13.8202984369853,3136,1,56,55
869453,1,23,13.6756195572614,0,14.0231906565723,529,0,0,75
